layer,head,src_idx,src_token,dst_idx,dst_token,weight
0,17,1, cat,3, on,0.000000
0,17,1, cat,4, the,0.000000
0,17,2, sat,0,The,0.557617
0,17,2, sat,1, cat,0.221191
0,17,2, sat,2, sat,0.221313
0,17,2, sat,3, on,0.000000
0,17,2, sat,4, the,0.000000
0,17,3, on,0,The,0.306641
0,17,3, on,1, cat,0.204224
0,17,3, on,2, sat,0.240967
0,17,3, on,3, on,0.248169
0,17,3, on,4, the,0.000000
0,17,4, the,0,The,0.217529
0,17,4, the,1, cat,0.232056
0,17,4, the,2, sat,0.191528
0,17,4, the,3, on,0.166138
0,17,4, the,4, the,0.192627
0,18,0,The,0,The,1.000000
0,18,0,The,1, cat,0.000000
0,18,0,The,2, sat,0.000000
0,18,0,The,3, on,0.000000
0,18,0,The,4, the,0.000000
0,18,1, cat,0,The,0.647949
0,18,1, cat,1, cat,0.352295
0,18,1, cat,2, sat,0.000000
0,18,1, cat,3, on,0.000000
0,18,1, cat,4, the,0.000000
0,18,2, sat,0,The,0.527832
0,18,2, sat,1, cat,0.230103
0,18,2, sat,2, sat,0.242188
0,18,2, sat,3, on,0.000000
0,18,2, sat,4, the,0.000000
0,18,3, on,0,The,0.402588
0,18,3, on,1, cat,0.180420
0,18,3, on,2, sat,0.167969
0,18,3, on,3, on,0.249023
0,18,3, on,4, the,0.000000
0,18,4, the,0,The,0.307861
0,18,4, the,1, cat,0.192505
0,18,4, the,2, sat,0.140747
0,18,4, the,3, on,0.180664
0,18,4, the,4, the,0.178467
0,19,0,The,0,The,1.000000
0,19,0,The,1, cat,0.000000
0,19,0,The,2, sat,0.000000
0,19,0,The,3, on,0.000000
0,19,0,The,4, the,0.000000
0,19,1, cat,0,The,0.730957
0,19,1, cat,1, cat,0.269043
0,19,1, cat,2, sat,0.000000
0,19,1, cat,3, on,0.000000
0,19,1, cat,4, the,0.000000
0,19,2, sat,0,The,0.539062
0,19,2, sat,1, cat,0.218018
0,19,2, sat,2, sat,0.243164
0,19,2, sat,3, on,0.000000
0,19,2, sat,4, the,0.000000
0,19,3, on,0,The,0.432373
0,19,3, on,1, cat,0.171265
0,19,3, on,2, sat,0.199219
0,19,3, on,3, on,0.197144
0,19,3, on,4, the,0.000000
0,19,4, the,0,The,0.309326
0,19,4, the,1, cat,0.204712
0,19,4, the,2, sat,0.162720
0,19,4, the,3, on,0.142212
0,19,4, the,4, the,0.181030
1,0,0,The,0,The,1.000000
1,0,0,The,1, cat,0.000000
1,0,0,The,2, sat,0.000000
1,0,0,The,3, on,0.000000
1,0,0,The,4, the,0.000000
1,0,1, cat,0,The,0.999023
1,0,1, cat,1, cat,0.000939
1,0,1, cat,2, sat,0.000000
1,0,1, cat,3, on,0.000000
1,0,1, cat,4, the,0.000000
1,0,2, sat,0,The,0.996582
1,0,2, sat,1, cat,0.002417
1,0,2, sat,2, sat,0.000861
1,0,2, sat,3, on,0.000000
1,0,2, sat,4, the,0.000000
1,0,3, on,0,The,0.002251
1,0,3, on,1, cat,0.000003
1,0,3, on,2, sat,0.000001
1,0,3, on,3, on,0.997559
1,0,3, on,4, the,0.000000
1,0,4, the,0,The,0.000113
1,0,4, the,1, cat,0.000000
1,0,4, the,2, sat,0.000000
1,0,4, the,3, on,0.130981
1,0,4, the,4, the,0.868652
1,1,0,The,0,The,1.000000
1,1,0,The,1, cat,0.000000
1,1,0,The,2, sat,0.000000
1,1,0,The,3, on,0.000000
1,1,0,The,4, the,0.000000
1,1,1, cat,0,The,0.996094
1,1,1, cat,1, cat,0.003889
1,1,1, cat,2, sat,0.000000
1,1,1, cat,3, on,0.000000
1,1,1, cat,4, the,0.000000
1,1,2, sat,0,The,0.953613
1,1,2, sat,1, cat,0.003599
1,1,2, sat,2, sat,0.042725
1,1,2, sat,3, on,0.000000
1,1,2, sat,4, the,0.000000
1,1,3, on,0,The,0.911621
1,1,3, on,1, cat,0.007172
1,1,3, on,2, sat,0.072449
1,1,3, on,3, on,0.008690
1,1,3, on,4, the,0.000000
1,1,4, the,0,The,0.042206
1,1,4, the,1, cat,0.000179
1,1,4, the,2, sat,0.001682
1,1,4, the,3, on,0.000264
1,1,4, the,4, the,0.955566
1,2,0,The,0,The,1.000000
1,2,0,The,1, cat,0.000000
1,2,0,The,2, sat,0.000000
1,2,0,The,3, on,0.000000
1,2,0,The,4, the,0.000000
1,2,1, cat,0,The,0.952148
1,2,1, cat,1, cat,0.048035
1,2,1, cat,2, sat,0.000000
1,2,1, cat,3, on,0.000000
1,2,1, cat,4, the,0.000000
1,2,2, sat,0,The,0.958496
1,2,2, sat,1, cat,0.033142
1,2,2, sat,2, sat,0.008301
1,2,2, sat,3, on,0.000000
1,2,2, sat,4, the,0.000000
1,2,3, on,0,The,0.663574
1,2,3, on,1, cat,0.049103
1,2,3, on,2, sat,0.010750
1,2,3, on,3, on,0.276367
1,2,3, on,4, the,0.000000
1,2,4, the,0,The,0.098633
1,2,4, the,1, cat,0.006397
1,2,4, the,2, sat,0.001248
1,2,4, the,3, on,0.036713
1,2,4, the,4, the,0.856934
1,3,0,The,0,The,1.000000
1,3,0,The,1, cat,0.000000
1,3,0,The,2, sat,0.000000
1,3,0,The,3, on,0.000000
1,3,0,The,4, the,0.000000
1,3,1, cat,0,The,0.865234
