layer,head,score,baseline_logp_p0,baseline_logp_p1,baseline_logp_p2,ablated_logp_p0,delta_p0,ablated_logp_p1,delta_p1,ablated_logp_p2,delta_p2
17,4,-0.014831,-6.205396,-3.129951,-3.270236,-6.184918,-0.020477,-3.128448,-0.001503,-3.247722,-0.022514
17,5,-0.002759,-6.205396,-3.129951,-3.270236,-6.201060,-0.004335,-3.129241,-0.000709,-3.267004,-0.003232
17,6,-0.000308,-6.205396,-3.129951,-3.270236,-6.198910,-0.006485,-3.131032,0.001081,-3.274718,0.004482
17,7,0.000308,-6.205396,-3.129951,-3.270236,-6.210302,0.004906,-3.129182,-0.000769,-3.267024,-0.003212
17,8,-0.002738,-6.205396,-3.129951,-3.270236,-6.203402,-0.001994,-3.129917,-0.000034,-3.264048,-0.006188
17,9,-0.000589,-6.205396,-3.129951,-3.270236,-6.215292,0.009896,-3.132066,0.002116,-3.256457,-0.013779
17,10,-0.001442,-6.205396,-3.129951,-3.270236,-6.202661,-0.002735,-3.129546,-0.000404,-3.269050,-0.001186
17,11,-0.003975,-6.205396,-3.129951,-3.270236,-6.197239,-0.008156,-3.127929,-0.002022,-3.268490,-0.001746
17,12,-0.002094,-6.205396,-3.129951,-3.270236,-6.200636,-0.004760,-3.129335,-0.000615,-3.269329,-0.000907
17,13,-0.005346,-6.205396,-3.129951,-3.270236,-6.191267,-0.014129,-3.127328,-0.002622,-3.270950,0.000714
17,14,-0.004874,-6.205396,-3.129951,-3.270236,-6.195865,-0.009531,-3.126885,-0.003065,-3.268211,-0.002025
17,15,-0.005419,-6.205396,-3.129951,-3.270236,-6.197403,-0.007993,-3.127862,-0.002089,-3.264060,-0.006176
17,16,-0.001751,-6.205396,-3.129951,-3.270236,-6.202084,-0.003312,-3.131014,0.001064,-3.267230,-0.003006
17,17,-0.002304,-6.205396,-3.129951,-3.270236,-6.198964,-0.006432,-3.129613,-0.000337,-3.270094,-0.000142
17,18,-0.003195,-6.205396,-3.129951,-3.270236,-6.197837,-0.007559,-3.129231,-0.000720,-3.268929,-0.001307
17,19,-0.004162,-6.205396,-3.129951,-3.270236,-6.203293,-0.002102,-3.129476,-0.000475,-3.260328,-0.009908
18,0,0.000400,-6.205396,-3.129951,-3.270236,-6.202883,-0.002513,-3.133562,0.003611,-3.270337,0.000101
18,1,0.001734,-6.205396,-3.129951,-3.270236,-6.208897,0.003501,-3.132078,0.002128,-3.269808,-0.000428
18,2,-0.000924,-6.205396,-3.129951,-3.270236,-6.201619,-0.003777,-3.130957,0.001006,-3.270236,-0.000000
18,3,0.000216,-6.205396,-3.129951,-3.270236,-6.204086,-0.001310,-3.131576,0.001625,-3.270569,0.000333
18,4,0.001108,-6.205396,-3.129951,-3.270236,-6.202796,-0.002600,-3.129980,0.000029,-3.276132,0.005896
18,5,0.001208,-6.205396,-3.129951,-3.270236,-6.208443,0.003047,-3.130537,0.000587,-3.270225,-0.000011
18,6,0.001038,-6.205396,-3.129951,-3.270236,-6.207271,0.001875,-3.130606,0.000656,-3.270818,0.000582
18,7,0.000448,-6.205396,-3.129951,-3.270236,-6.206035,0.000639,-3.130161,0.000211,-3.270730,0.000494
18,8,-0.000571,-6.205396,-3.129951,-3.270236,-6.204073,-0.001323,-3.130391,0.000440,-3.269407,-0.000829
18,9,-0.000268,-6.205396,-3.129951,-3.270236,-6.205071,-0.000324,-3.129357,-0.000593,-3.270350,0.000114
18,10,0.000123,-6.205396,-3.129951,-3.270236,-6.204418,-0.000978,-3.131386,0.001436,-3.270148,-0.000088
18,11,-0.000770,-6.205396,-3.129951,-3.270236,-6.203981,-0.001414,-3.128709,-0.001242,-3.270581,0.000345
18,12,0.021161,-6.205396,-3.129951,-3.270236,-6.267252,0.061856,-3.131658,0.001708,-3.270154,-0.000082
18,13,0.000758,-6.205396,-3.129951,-3.270236,-6.208921,0.003526,-3.129150,-0.000800,-3.269784,-0.000452
18,14,0.000841,-6.205396,-3.129951,-3.270236,-6.204157,-0.001239,-3.134509,0.004559,-3.269438,-0.000798
18,15,0.000620,-6.205396,-3.129951,-3.270236,-6.204829,-0.000566,-3.132639,0.002689,-3.269974,-0.000262
18,16,0.000778,-6.205396,-3.129951,-3.270236,-6.207130,0.001735,-3.130189,0.000239,-3.270597,0.000361
18,17,0.001127,-6.205396,-3.129951,-3.270236,-6.207699,0.002303,-3.131949,0.001998,-3.269316,-0.000920
18,18,-0.000092,-6.205396,-3.129951,-3.270236,-6.204596,-0.000800,-3.130208,0.000258,-3.270501,0.000265
18,19,-0.000238,-6.205396,-3.129951,-3.270236,-6.207238,0.001842,-3.129083,-0.000868,-3.268548,-0.001688
19,0,-0.001026,-6.205396,-3.129951,-3.270236,-6.201960,-0.003436,-3.129613,-0.000337,-3.270930,0.000694
19,1,0.000303,-6.205396,-3.129951,-3.270236,-6.204684,-0.000711,-3.129779,-0.000171,-3.272029,0.001793
19,2,-0.001414,-6.205396,-3.129951,-3.270236,-6.202229,-0.003167,-3.129699,-0.000251,-3.269411,-0.000825
19,3,0.005096,-6.205396,-3.129951,-3.270236,-6.196048,-0.009348,-3.137470,0.007519,-3.287352,0.017116
19,4,-0.000267,-6.205396,-3.129951,-3.270236,-6.202649,-0.002747,-3.131059,0.001108,-3.271074,0.000838
19,5,-0.000264,-6.205396,-3.129951,-3.270236,-6.203497,-0.001899,-3.130027,0.000076,-3.271266,0.001030
19,6,-0.000235,-6.205396,-3.129951,-3.270236,-6.203356,-0.002039,-3.130782,0.000832,-3.270740,0.000504
19,7,-0.000998,-6.205396,-3.129951,-3.270236,-6.202531,-0.002865,-3.130414,0.000463,-3.269642,-0.000594
19,8,-0.000519,-6.205396,-3.129951,-3.270236,-6.203835,-0.001560,-3.129582,-0.000369,-3.270608,0.000372
19,9,0.000608,-6.205396,-3.129951,-3.270236,-6.205750,0.000355,-3.130476,0.000526,-3.271179,0.000943
19,10,-0.000415,-6.205396,-3.129951,-3.270236,-6.202449,-0.002947,-3.131949,0.001998,-3.269940,-0.000296
19,11,0.000221,-6.205396,-3.129951,-3.270236,-6.203993,-0.001403,-3.130926,0.000976,-3.271325,0.001089
19,12,0.000195,-6.205396,-3.129951,-3.270236,-6.203286,-0.002110,-3.130548,0.000598,-3.272333,0.002097
19,13,-0.000776,-6.205396,-3.129951,-3.270236,-6.203193,-0.002203,-3.130712,0.000761,-3.269350,-0.000886
19,14,-0.000425,-6.205396,-3.129951,-3.270236,-6.203790,-0.001606,-3.129432,-0.000519,-3.271085,0.000849
19,15,0.004049,-6.205396,-3.129951,-3.270236,-6.193374,-0.012022,-3.138911,0.008960,-3.285445,0.015209
19,16,0.000387,-6.205396,-3.129951,-3.270236,-6.203665,-0.001730,-3.130825,0.000874,-3.272253,0.002017
19,17,0.000434,-6.205396,-3.129951,-3.270236,-6.202420,-0.002976,-3.131663,0.001713,-3.272803,0.002567
19,18,0.000490,-6.205396,-3.129951,-3.270236,-6.205325,-0.000071,-3.129230,-0.000720,-3.272496,0.002259
19,19,0.000921,-6.205396,-3.129951,-3.270236,-6.201311,-0.004085,-3.132270,0.002320,-3.274765,0.004529
20,0,-0.000236,-6.205396,-3.129951,-3.270236,-6.205093,-0.000302,-3.129987,0.000036,-3.269795,-0.000441
20,1,-0.000017,-6.205396,-3.129951,-3.270236,-6.205411,0.000016,-3.129818,-0.000132,-3.270301,0.000065
20,2,-0.000235,-6.205396,-3.129951,-3.270236,-6.205198,-0.000197,-3.129957,0.000007,-3.269721,-0.000515
20,3,-0.000054,-6.205396,-3.129951,-3.270236,-6.205186,-0.000210,-3.129854,-0.000096,-3.270381,0.000145
20,4,0.000161,-6.205396,-3.129951,-3.270236,-6.205689,0.000294,-3.130199,0.000248,-3.270178,-0.000058
20,5,0.000020,-6.205396,-3.129951,-3.270236,-6.205243,-0.000153,-3.129951,0.000000,-3.270450,0.000214
20,6,-0.000079,-6.205396,-3.129951,-3.270236,-6.205168,-0.000227,-3.129945,-0.000005,-3.270233,-0.000003
20,7,-0.000058,-6.205396,-3.129951,-3.270236,-6.205053,-0.000342,-3.129880,-0.000071,-3.270474,0.000238
20,8,0.000081,-6.205396,-3.129951,-3.270236,-6.205365,-0.000031,-3.129978,0.000027,-3.270482,0.000246
20,9,0.000047,-6.205396,-3.129951,-3.270236,-6.205407,0.000011,-3.129973,0.000023,-3.270343,0.000107
20,10,0.000053,-6.205396,-3.129951,-3.270236,-6.205424,0.000028,-3.130001,0.000050,-3.270316,0.000080
20,11,0.000126,-6.205396,-3.129951,-3.270236,-6.205717,0.000321,-3.130031,0.000080,-3.270212,-0.000024
20,12,0.000078,-6.205396,-3.129951,-3.270236,-6.205586,0.000190,-3.130080,0.000129,-3.270150,-0.000086
20,13,-0.000128,-6.205396,-3.129951,-3.270236,-6.205056,-0.000340,-3.129905,-0.000046,-3.270236,0.000000
20,14,0.000066,-6.205396,-3.129951,-3.270236,-6.205295,-0.000101,-3.129972,0.000022,-3.270514,0.000278
20,15,0.000036,-6.205396,-3.129951,-3.270236,-6.205411,0.000015,-3.129884,-0.000066,-3.270396,0.000160
20,16,0.001927,-6.205396,-3.129951,-3.270236,-6.209527,0.004132,-3.132163,0.002213,-3.269673,-0.000563
20,17,-0.000068,-6.205396,-3.129951,-3.270236,-6.205280,-0.000116,-3.129923,-0.000027,-3.270176,-0.000060
20,18,-0.000069,-6.205396,-3.129951,-3.270236,-6.205231,-0.000165,-3.129866,-0.000085,-3.270278,0.000042
20,19,-0.000003,-6.205396,-3.129951,-3.270236,-6.205240,-0.000155,-3.129936,-0.000014,-3.270398,0.000162
21,0,0.000256,-6.205396,-3.129951,-3.270236,-6.204979,-0.000417,-3.130081,0.000131,-3.271291,0.001055
21,1,-0.000442,-6.205396,-3.129951,-3.270236,-6.204783,-0.000612,-3.129174,-0.000776,-3.270298,0.000062
21,2,0.000426,-6.205396,-3.129951,-3.270236,-6.205468,0.000072,-3.129790,-0.000160,-3.271603,0.001367
21,3,0.001045,-6.205396,-3.129951,-3.270236,-6.205031,-0.000364,-3.129678,-0.000272,-3.274008,0.003772
21,4,0.002115,-6.205396,-3.129951,-3.270236,-6.203694,-0.001701,-3.129174,-0.000776,-3.279058,0.008822
21,5,0.000356,-6.205396,-3.129951,-3.270236,-6.206307,0.000912,-3.130886,0.000936,-3.269456,-0.000780
21,6,-0.000728,-6.205396,-3.129951,-3.270236,-6.205232,-0.000164,-3.129376,-0.000575,-3.268790,-0.001446
21,7,-0.000278,-6.205396,-3.129951,-3.270236,-6.205634,0.000238,-3.129865,-0.000085,-3.269249,-0.000987
21,8,-0.000197,-6.205396,-3.129951,-3.270236,-6.204238,-0.001157,-3.128873,-0.001078,-3.271879,0.001643
21,9,-0.000399,-6.205396,-3.129951,-3.270236,-6.205665,0.000269,-3.130384,0.000433,-3.268336,-0.001900
21,10,-0.001290,-6.205396,-3.129951,-3.270236,-6.203190,-0.002206,-3.128370,-0.001580,-3.270153,-0.000083
21,11,-0.000366,-6.205396,-3.129951,-3.270236,-6.204982,-0.000414,-3.129254,-0.000697,-3.270249,0.000013
21,12,-0.001973,-6.205396,-3.129951,-3.270236,-6.202643,-0.002752,-3.125666,-0.004284,-3.271354,0.001118
21,13,-0.000633,-6.205396,-3.129951,-3.270236,-6.204187,-0.001209,-3.129291,-0.000659,-3.270204,-0.000032
21,14,0.000062,-6.205396,-3.129951,-3.270236,-6.205842,0.000446,-3.129869,-0.000082,-3.270058,-0.000178
21,15,-0.000323,-6.205396,-3.129951,-3.270236,-6.204625,-0.000771,-3.130004,0.000054,-3.269983,-0.000253
21,16,-0.000691,-6.205396,-3.129951,-3.270236,-6.204573,-0.000823,-3.129306,-0.000645,-3.269630,-0.000606
21,17,0.002129,-6.205396,-3.129951,-3.270236,-6.204682,-0.000714,-3.130901,0.000951,-3.276386,0.006150
21,18,-0.000741,-6.205396,-3.129951,-3.270236,-6.204283,-0.001112,-3.129353,-0.000598,-3.269723,-0.000513
21,19,-0.001007,-6.205396,-3.129951,-3.270236,-6.205307,-0.000089,-3.129071,-0.000880,-3.268184,-0.002052
22,0,0.000055,-6.205396,-3.129951,-3.270236,-6.205402,0.000007,-3.130013,0.000062,-3.270333,0.000097
22,1,-0.000086,-6.205396,-3.129951,-3.270236,-6.205194,-0.000202,-3.129865,-0.000086,-3.270267,0.000031
22,2,0.000129,-6.205396,-3.129951,-3.270236,-6.205101,-0.000295,-3.130324,0.000374,-3.270544,0.000308
22,3,0.000062,-6.205396,-3.129951,-3.270236,-6.205489,0.000093,-3.129972,0.000021,-3.270308,0.000072
22,4,0.000036,-6.205396,-3.129951,-3.270236,-6.205492,0.000096,-3.129904,-0.000047,-3.270294,0.000058
22,5,0.000048,-6.205396,-3.129951,-3.270236,-6.205512,0.000116,-3.129973,0.000022,-3.270241,0.000005
22,6,0.000083,-6.205396,-3.129951,-3.270236,-6.205180,-0.000216,-3.129918,-0.000032,-3.270732,0.000496
22,7,-0.000281,-6.205396,-3.129951,-3.270236,-6.204990,-0.000405,-3.129705,-0.000245,-3.270042,-0.000194
22,8,0.000011,-6.205396,-3.129951,-3.270236,-6.205409,0.000013,-3.129977,0.000027,-3.270230,-0.000006
22,9,0.000018,-6.205396,-3.129951,-3.270236,-6.205013,-0.000382,-3.130062,0.000112,-3.270561,0.000325
22,10,-0.000158,-6.205396,-3.129951,-3.270236,-6.204900,-0.000496,-3.129957,0.000007,-3.270252,0.000015
22,11,0.000010,-6.205396,-3.129951,-3.270236,-6.205391,-0.000004,-3.129957,0.000006,-3.270263,0.000027
22,12,0.000176,-6.205396,-3.129951,-3.270236,-6.205537,0.000141,-3.130121,0.000171,-3.270452,0.000216
22,13,-0.000012,-6.205396,-3.129951,-3.270236,-6.205297,-0.000098,-3.129889,-0.000062,-3.270360,0.000124
22,14,-0.000057,-6.205396,-3.129951,-3.270236,-6.205065,-0.000330,-3.130148,0.000197,-3.270197,-0.000039
22,15,0.000057,-6.205396,-3.129951,-3.270236,-6.205436,0.000041,-3.129931,-0.000019,-3.270386,0.000150
22,16,-0.000028,-6.205396,-3.129951,-3.270236,-6.205287,-0.000109,-3.129967,0.000017,-3.270244,0.000008
22,17,-0.000029,-6.205396,-3.129951,-3.270236,-6.205402,0.000007,-3.129870,-0.000080,-3.270223,-0.000013
22,18,0.000148,-6.205396,-3.129951,-3.270236,-6.205142,-0.000254,-3.130012,0.000061,-3.270875,0.000638
22,19,0.000585,-6.205396,-3.129951,-3.270236,-6.204970,-0.000426,-3.130099,0.000149,-3.272269,0.002033
23,0,0.000019,-6.205396,-3.129951,-3.270236,-6.205346,-0.000050,-3.130327,0.000376,-3.269965,-0.000271
23,1,0.000495,-6.205396,-3.129951,-3.270236,-6.205618,0.000223,-3.130026,0.000076,-3.271424,0.001188
23,2,0.000028,-6.205396,-3.129951,-3.270236,-6.204940,-0.000456,-3.130517,0.000567,-3.270209,-0.000027
23,3,-0.000111,-6.205396,-3.129951,-3.270236,-6.205008,-0.000388,-3.130436,0.000485,-3.269806,-0.000430
23,4,0.000070,-6.205396,-3.129951,-3.270236,-6.204742,-0.000654,-3.131380,0.001430,-3.269670,-0.000566
23,5,-0.000321,-6.205396,-3.129951,-3.270236,-6.204629,-0.000766,-3.130105,0.000154,-3.269884,-0.000352
23,6,0.000244,-6.205396,-3.129951,-3.270236,-6.205778,0.000382,-3.130152,0.000202,-3.270383,0.000147
23,7,0.000098,-6.205396,-3.129951,-3.270236,-6.204588,-0.000808,-3.131101,0.001151,-3.270185,-0.000051
23,8,0.000827,-6.205396,-3.129951,-3.270236,-6.205501,0.000105,-3.130355,0.000404,-3.272207,0.001971
23,9,-0.000158,-6.205396,-3.129951,-3.270236,-6.205431,0.000035,-3.129523,-0.000427,-3.270155,-0.000081
23,10,0.000611,-6.205396,-3.129951,-3.270236,-6.205563,0.000167,-3.131245,0.001295,-3.270608,0.000372
23,11,0.000068,-6.205396,-3.129951,-3.270236,-6.205350,-0.000046,-3.129978,0.000028,-3.270457,0.000221
23,12,-0.001002,-6.205396,-3.129951,-3.270236,-6.205298,-0.000097,-3.130023,0.000072,-3.267254,-0.002982
23,13,0.000573,-6.205396,-3.129951,-3.270236,-6.205209,-0.000187,-3.130647,0.000697,-3.271444,0.001208
23,14,0.001009,-6.205396,-3.129951,-3.270236,-6.205022,-0.000374,-3.131337,0.001387,-3.272251,0.002015
23,15,0.000096,-6.205396,-3.129951,-3.270236,-6.205297,-0.000098,-3.130401,0.000451,-3.270172,-0.000064
23,16,0.000850,-6.205396,-3.129951,-3.270236,-6.205334,-0.000062,-3.132393,0.002442,-3.270405,0.000169
23,17,-0.000289,-6.205396,-3.129951,-3.270236,-6.204784,-0.000611,-3.130243,0.000292,-3.269689,-0.000547
23,18,0.000661,-6.205396,-3.129951,-3.270236,-6.205555,0.000159,-3.130723,0.000772,-3.271287,0.001051
23,19,0.001648,-6.205396,-3.129951,-3.270236,-6.205249,-0.000146,-3.131803,0.001853,-3.273475,0.003239
24,0,-0.003028,-6.205396,-3.129951,-3.270236,-6.198413,-0.006983,-3.126924,-0.003026,-3.271162,0.000926
24,1,0.000489,-6.205396,-3.129951,-3.270236,-6.205548,0.000153,-3.130389,0.000438,-3.271113,0.000877
24,2,0.001921,-6.205396,-3.129951,-3.270236,-6.203398,-0.001997,-3.137509,0.007558,-3.270440,0.000204
24,3,-0.001301,-6.205396,-3.129951,-3.270236,-6.204594,-0.000802,-3.127439,-0.002512,-3.269645,-0.000591
24,4,-0.001110,-6.205396,-3.129951,-3.270236,-6.203218,-0.002178,-3.129217,-0.000733,-3.269819,-0.000417
24,5,-0.000040,-6.205396,-3.129951,-3.270236,-6.204993,-0.000403,-3.129973,0.000023,-3.270496,0.000260
24,6,-0.000302,-6.205396,-3.129951,-3.270236,-6.204887,-0.000508,-3.129924,-0.000027,-3.269867,-0.000369
24,7,-0.000564,-6.205396,-3.129951,-3.270236,-6.204952,-0.000444,-3.128460,-0.001490,-3.270479,0.000243
24,8,-0.000155,-6.205396,-3.129951,-3.270236,-6.205125,-0.000271,-3.129468,-0.000483,-3.270524,0.000288
24,9,0.000936,-6.205396,-3.129951,-3.270236,-6.207302,0.001906,-3.130382,0.000432,-3.270705,0.000469
24,10,0.004217,-6.205396,-3.129951,-3.270236,-6.206228,0.000832,-3.131835,0.001884,-3.280170,0.009934
24,11,-0.002018,-6.205396,-3.129951,-3.270236,-6.201512,-0.003884,-3.127392,-0.002558,-3.270625,0.000389
24,12,-0.000234,-6.205396,-3.129951,-3.270236,-6.205644,0.000248,-3.128591,-0.001359,-3.270644,0.000408
24,13,-0.000380,-6.205396,-3.129951,-3.270236,-6.203766,-0.001630,-3.129380,-0.000571,-3.271298,0.001062
24,14,-0.000143,-6.205396,-3.129951,-3.270236,-6.204825,-0.000570,-3.129139,-0.000812,-3.271189,0.000953
24,15,-0.000815,-6.205396,-3.129951,-3.270236,-6.203108,-0.002287,-3.129595,-0.000355,-3.270433,0.000197
24,16,-0.001266,-6.205396,-3.129951,-3.270236,-6.203176,-0.002219,-3.128102,-0.001848,-3.270507,0.000271
24,17,-0.000070,-6.205396,-3.129951,-3.270236,-6.205645,0.000249,-3.129942,-0.000009,-3.269785,-0.000451
24,18,0.000305,-6.205396,-3.129951,-3.270236,-6.204706,-0.000690,-3.130626,0.000676,-3.271166,0.000930
24,19,0.000986,-6.205396,-3.129951,-3.270236,-6.206745,0.001349,-3.131010,0.001060,-3.270786,0.000550
25,0,0.000227,-6.205396,-3.129951,-3.270236,-6.203878,-0.001517,-3.130094,0.000143,-3.272292,0.002056
25,1,0.001836,-6.205396,-3.129951,-3.270236,-6.211354,0.005959,-3.127950,-0.002001,-3.271785,0.001549
25,2,0.002728,-6.205396,-3.129951,-3.270236,-6.206795,0.001399,-3.131641,0.001690,-3.275330,0.005094
25,3,0.000187,-6.205396,-3.129951,-3.270236,-6.207145,0.001749,-3.130198,0.000247,-3.268800,-0.001436
25,4,0.000049,-6.205396,-3.129951,-3.270236,-6.205194,-0.000202,-3.131791,0.001840,-3.268743,-0.001493
25,5,-0.000968,-6.205396,-3.129951,-3.270236,-6.206450,0.001054,-3.132701,0.002751,-3.263527,-0.006709
25,6,0.001927,-6.205396,-3.129951,-3.270236,-6.206980,0.001584,-3.133520,0.003570,-3.270864,0.000628
25,7,0.001279,-6.205396,-3.129951,-3.270236,-6.210722,0.005327,-3.128159,-0.001792,-3.270539,0.000303
25,8,0.006644,-6.205396,-3.129951,-3.270236,-6.219033,0.013637,-3.136781,0.006830,-3.269700,-0.000536
25,9,-0.009251,-6.205396,-3.129951,-3.270236,-6.188900,-0.016496,-3.115302,-0.014648,-3.273627,0.003391
25,10,-0.001562,-6.205396,-3.129951,-3.270236,-6.207230,0.001834,-3.127458,-0.002493,-3.266209,-0.004027
25,11,-0.001842,-6.205396,-3.129951,-3.270236,-6.203537,-0.001859,-3.128378,-0.001573,-3.268141,-0.002095
25,12,0.001047,-6.205396,-3.129951,-3.270236,-6.207636,0.002240,-3.127231,-0.002720,-3.273858,0.003622
25,13,0.000988,-6.205396,-3.129951,-3.270236,-6.206379,0.000984,-3.131116,0.001165,-3.271052,0.000816
25,14,0.002362,-6.205396,-3.129951,-3.270236,-6.203673,-0.001722,-3.138567,0.008617,-3.270429,0.000193
25,15,-0.006861,-6.205396,-3.129951,-3.270236,-6.205269,-0.000127,-3.109284,-0.020666,-3.270447,0.000211
25,16,0.006869,-6.205396,-3.129951,-3.270236,-6.221460,0.016064,-3.136733,0.006783,-3.267996,-0.002240
25,17,0.002605,-6.205396,-3.129951,-3.270236,-6.213872,0.008476,-3.132095,0.002144,-3.267431,-0.002805
25,18,0.000766,-6.205396,-3.129951,-3.270236,-6.202257,-0.003139,-3.137156,0.007206,-3.268468,-0.001768
25,19,-0.001321,-6.205396,-3.129951,-3.270236,-6.206543,0.001148,-3.123472,-0.006479,-3.271604,0.001368
26,0,0.000355,-6.205396,-3.129951,-3.270236,-6.205578,0.000182,-3.130456,0.000506,-3.270612,0.000376
26,1,0.000142,-6.205396,-3.129951,-3.270236,-6.205854,0.000458,-3.130233,0.000282,-3.269921,-0.000315
26,2,-0.000363,-6.205396,-3.129951,-3.270236,-6.204897,-0.000499,-3.129072,-0.000879,-3.270525,0.000289
26,3,-0.000199,-6.205396,-3.129951,-3.270236,-6.204925,-0.000471,-3.129478,-0.000473,-3.270584,0.000348
26,4,0.000151,-6.205396,-3.129951,-3.270236,-6.205957,0.000562,-3.129789,-0.000162,-3.270288,0.000052
26,5,-0.000551,-6.205396,-3.129951,-3.270236,-6.203871,-0.001524,-3.129495,-0.000455,-3.270561,0.000325
26,6,-0.000491,-6.205396,-3.129951,-3.270236,-6.205362,-0.000034,-3.130250,0.000299,-3.268499,-0.001737
26,7,-0.000530,-6.205396,-3.129951,-3.270236,-6.204702,-0.000693,-3.128892,-0.001058,-3.270399,0.000163
26,8,-0.000535,-6.205396,-3.129951,-3.270236,-6.204840,-0.000556,-3.129429,-0.000522,-3.269709,-0.000527
26,9,-0.000194,-6.205396,-3.129951,-3.270236,-6.205118,-0.000278,-3.129900,-0.000050,-3.269982,-0.000254
26,10,-0.000188,-6.205396,-3.129951,-3.270236,-6.205876,0.000481,-3.129502,-0.000449,-3.269641,-0.000595
26,11,-0.000364,-6.205396,-3.129951,-3.270236,-6.205197,-0.000198,-3.129743,-0.000208,-3.269550,-0.000686
26,12,-0.000129,-6.205396,-3.129951,-3.270236,-6.205102,-0.000294,-3.129297,-0.000653,-3.270796,0.000560
26,13,-0.000917,-6.205396,-3.129951,-3.270236,-6.204909,-0.000486,-3.130012,0.000062,-3.267910,-0.002326
26,14,-0.000171,-6.205396,-3.129951,-3.270236,-6.205422,0.000027,-3.129478,-0.000472,-3.270170,-0.000066
26,15,0.000252,-6.205396,-3.129951,-3.270236,-6.204820,-0.000576,-3.129749,-0.000202,-3.271770,0.001534
26,16,0.000043,-6.205396,-3.129951,-3.270236,-6.205377,-0.000019,-3.129365,-0.000585,-3.270970,0.000734
26,17,-0.001919,-6.205396,-3.129951,-3.270236,-6.201607,-0.003789,-3.128931,-0.001019,-3.269287,-0.000949
26,18,-0.000267,-6.205396,-3.129951,-3.270236,-6.204913,-0.000483,-3.129734,-0.000217,-3.270134,-0.000102
26,19,0.000185,-6.205396,-3.129951,-3.270236,-6.205864,0.000469,-3.129897,-0.000054,-3.270375,0.000139
27,0,0.000010,-6.205396,-3.129951,-3.270236,-6.205401,0.000006,-3.129957,0.000007,-3.270253,0.000017
27,1,0.000013,-6.205396,-3.129951,-3.270236,-6.205380,-0.000015,-3.129967,0.000016,-3.270274,0.000038
27,2,0.000007,-6.205396,-3.129951,-3.270236,-6.205388,-0.000008,-3.129956,0.000005,-3.270260,0.000024
27,3,0.000013,-6.205396,-3.129951,-3.270236,-6.205389,-0.000007,-3.129969,0.000018,-3.270263,0.000027
27,4,-0.000020,-6.205396,-3.129951,-3.270236,-6.205357,-0.000039,-3.129935,-0.000016,-3.270231,-0.000005
27,5,0.000012,-6.205396,-3.129951,-3.270236,-6.205388,-0.000008,-3.129972,0.000021,-3.270258,0.000022
27,6,0.000011,-6.205396,-3.129951,-3.270236,-6.205369,-0.000026,-3.129982,0.000031,-3.270264,0.000028
27,7,0.000008,-6.205396,-3.129951,-3.270236,-6.205398,0.000002,-3.129960,0.000010,-3.270247,0.000011
27,8,0.000013,-6.205396,-3.129951,-3.270236,-6.205377,-0.000019,-3.129986,0.000036,-3.270259,0.000023
27,9,0.000007,-6.205396,-3.129951,-3.270236,-6.205403,0.000008,-3.129942,-0.000009,-3.270259,0.000023
27,10,0.000012,-6.205396,-3.129951,-3.270236,-6.205381,-0.000015,-3.129981,0.000030,-3.270257,0.000021
27,11,0.000004,-6.205396,-3.129951,-3.270236,-6.205388,-0.000008,-3.129955,0.000005,-3.270252,0.000016
27,12,-0.000004,-6.205396,-3.129951,-3.270236,-6.205387,-0.000009,-3.129945,-0.000005,-3.270239,0.000003
27,13,0.000010,-6.205396,-3.129951,-3.270236,-6.205394,-0.000002,-3.129968,0.000018,-3.270249,0.000013
27,14,0.000020,-6.205396,-3.129951,-3.270236,-6.205383,-0.000012,-3.129990,0.000040,-3.270267,0.000031
27,15,0.000007,-6.205396,-3.129951,-3.270236,-6.205390,-0.000006,-3.129961,0.000010,-3.270252,0.000015
27,16,0.000006,-6.205396,-3.129951,-3.270236,-6.205394,-0.000001,-3.129963,0.000012,-3.270243,0.000007
27,17,0.000009,-6.205396,-3.129951,-3.270236,-6.205389,-0.000007,-3.129965,0.000014,-3.270255,0.000019
27,18,0.000010,-6.205396,-3.129951,-3.270236,-6.205397,0.000001,-3.129960,0.000009,-3.270257,0.000021
27,19,0.000014,-6.205396,-3.129951,-3.270236,-6.205379,-0.000016,-3.129978,0.000027,-3.270267,0.000031
28,0,-0.000000,-6.205396,-3.129951,-3.270236,-6.205395,-0.000001,-3.129949,-0.000002,-3.270238,0.000002
28,1,0.000001,-6.205396,-3.129951,-3.270236,-6.205397,0.000001,-3.129948,-0.000003,-3.270240,0.000004
28,2,0.000000,-6.205396,-3.129951,-3.270236,-6.205395,-0.000000,-3.129951,0.000000,-3.270237,0.000001
28,3,0.000001,-6.205396,-3.129951,-3.270236,-6.205395,-0.000000,-3.129950,-0.000001,-3.270240,0.000004
28,4,0.000001,-6.205396,-3.129951,-3.270236,-6.205396,0.000000,-3.129950,-0.000000,-3.270239,0.000003
28,5,-0.000000,-6.205396,-3.129951,-3.270236,-6.205397,0.000001,-3.129949,-0.000001,-3.270236,-0.000000
28,6,-0.000000,-6.205396,-3.129951,-3.270236,-6.205398,0.000002,-3.129946,-0.000005,-3.270238,0.000002
28,7,0.000000,-6.205396,-3.129951,-3.270236,-6.205398,0.000002,-3.129949,-0.000002,-3.270236,-0.000000
