layer,head,score,baseline_logp_target,baseline_logp_distractor,ablated_logp_target,ablated_logp_distractor,delta_target,delta_distractor
19,8,-0.022763,-2.406250,-2.613881,-2.413888,-2.636644,0.007638,-0.022763
19,9,0.006400,-2.406250,-2.613881,-2.482182,-2.607481,0.075932,0.006400
19,10,0.015444,-2.406250,-2.613881,-2.338886,-2.598437,-0.067364,0.015444
19,11,-0.005122,-2.406250,-2.613881,-2.348794,-2.619003,-0.057456,-0.005122
19,12,0.120489,-2.406250,-2.613881,-2.398424,-2.493392,-0.007825,0.120489
19,13,0.038048,-2.406250,-2.613881,-2.410970,-2.575833,0.004720,0.038048
19,14,-0.008043,-2.406250,-2.613881,-2.355000,-2.621924,-0.051250,-0.008043
19,15,0.013737,-2.406250,-2.613881,-2.381506,-2.600143,-0.024744,0.013737
19,16,-0.069998,-2.406250,-2.613881,-2.489556,-2.683879,0.083307,-0.069998
19,17,-0.022146,-2.406250,-2.613881,-2.418664,-2.636027,0.012415,-0.022146
19,18,0.000077,-2.406250,-2.613881,-2.391462,-2.613803,-0.014788,0.000077
19,19,0.031786,-2.406250,-2.613881,-2.446008,-2.582095,0.039758,0.031786
20,0,-0.000155,-2.406250,-2.613881,-2.452399,-2.614036,0.046149,-0.000155
20,1,0.011817,-2.406250,-2.613881,-2.404050,-2.602064,-0.002200,0.011817
20,2,0.001730,-2.406250,-2.613881,-2.408803,-2.612150,0.002553,0.001730
20,3,0.017705,-2.406250,-2.613881,-2.405337,-2.596176,-0.000913,0.017705
20,4,0.002298,-2.406250,-2.613881,-2.389247,-2.611583,-0.017003,0.002298
20,5,-0.089930,-2.406250,-2.613881,-2.617874,-2.703811,0.211624,-0.089930
20,6,-0.009536,-2.406250,-2.613881,-2.432312,-2.623416,0.026063,-0.009536
20,7,0.033735,-2.406250,-2.613881,-2.417047,-2.580146,0.010797,0.033735
20,8,-0.000740,-2.406250,-2.613881,-2.406133,-2.614621,-0.000116,-0.000740
20,9,0.025565,-2.406250,-2.613881,-2.416839,-2.588316,0.010589,0.025565
20,10,0.003801,-2.406250,-2.613881,-2.296971,-2.610080,-0.109279,0.003801
20,11,0.003410,-2.406250,-2.613881,-2.418332,-2.610471,0.012082,0.003410
20,12,0.016243,-2.406250,-2.613881,-2.400485,-2.597638,-0.005765,0.016243
20,13,0.006255,-2.406250,-2.613881,-2.407179,-2.607626,0.000929,0.006255
20,14,0.011440,-2.406250,-2.613881,-2.412388,-2.602441,0.006139,0.011440
20,15,-0.013131,-2.406250,-2.613881,-2.409132,-2.627012,0.002883,-0.013131
20,16,0.002618,-2.406250,-2.613881,-2.383362,-2.611263,-0.022887,0.002618
20,17,0.001954,-2.406250,-2.613881,-2.404909,-2.611927,-0.001341,0.001954
20,18,-0.003078,-2.406250,-2.613881,-2.403383,-2.616959,-0.002867,-0.003078
20,19,0.025353,-2.406250,-2.613881,-2.404382,-2.588528,-0.001868,0.025353
21,0,0.008151,-2.406250,-2.613881,-2.410286,-2.605730,0.004036,0.008151
21,1,-0.019134,-2.406250,-2.613881,-2.414502,-2.633015,0.008252,-0.019134
21,2,-0.023593,-2.406250,-2.613881,-2.431431,-2.637474,0.025181,-0.023593
21,3,-0.088575,-2.406250,-2.613881,-2.443174,-2.702456,0.036924,-0.088575
21,4,-0.000677,-2.406250,-2.613881,-2.401699,-2.614558,-0.004551,-0.000677
21,5,0.007252,-2.406250,-2.613881,-2.427436,-2.606628,0.021186,0.007252
21,6,0.004124,-2.406250,-2.613881,-2.416012,-2.609757,0.009763,0.004124
21,7,0.001033,-2.406250,-2.613881,-2.394202,-2.612848,-0.012048,0.001033
21,8,-0.001960,-2.406250,-2.613881,-2.391383,-2.615840,-0.014867,-0.001960
21,9,0.002093,-2.406250,-2.613881,-2.407479,-2.611788,0.001229,0.002093
21,10,0.055305,-2.406250,-2.613881,-2.349054,-2.558576,-0.057196,0.055305
21,11,0.008404,-2.406250,-2.613881,-2.418142,-2.605476,0.011893,0.008404
21,12,-0.037313,-2.406250,-2.613881,-2.523477,-2.651194,0.117227,-0.037313
21,13,-0.013434,-2.406250,-2.613881,-2.380558,-2.627315,-0.025691,-0.013434
21,14,0.006123,-2.406250,-2.613881,-2.413443,-2.607758,0.007193,0.006123
21,15,-0.004110,-2.406250,-2.613881,-2.395000,-2.617990,-0.011250,-0.004110
21,16,0.011648,-2.406250,-2.613881,-2.393102,-2.602233,-0.013148,0.011648
21,17,0.013891,-2.406250,-2.613881,-2.426680,-2.599989,0.020430,0.013891
21,18,-0.083578,-2.406250,-2.613881,-2.420725,-2.697459,0.014476,-0.083578
21,19,-0.010932,-2.406250,-2.613881,-2.427789,-2.624813,0.021539,-0.010932
22,0,0.020246,-2.406250,-2.613881,-2.387254,-2.593635,-0.018996,0.020246
22,1,-0.014330,-2.406250,-2.613881,-2.418143,-2.628211,0.011894,-0.014330
22,2,0.015954,-2.406250,-2.613881,-2.435391,-2.597927,0.029142,0.015954
22,3,0.033930,-2.406250,-2.613881,-2.358830,-2.579951,-0.047420,0.033930
22,4,-0.006271,-2.406250,-2.613881,-2.401852,-2.620152,-0.004398,-0.006271
22,5,-0.043033,-2.406250,-2.613881,-2.385080,-2.656914,-0.021169,-0.043033
22,6,-0.002705,-2.406250,-2.613881,-2.439802,-2.616586,0.033552,-0.002705
22,7,-0.004607,-2.406250,-2.613881,-2.412372,-2.618488,0.006122,-0.004607
22,8,-0.010544,-2.406250,-2.613881,-2.425760,-2.624425,0.019511,-0.010544
22,9,0.006024,-2.406250,-2.613881,-2.401942,-2.607857,-0.004308,0.006024
22,10,-0.007987,-2.406250,-2.613881,-2.406618,-2.621868,0.000368,-0.007987
22,11,-0.003554,-2.406250,-2.613881,-2.414337,-2.617435,0.008087,-0.003554
22,12,-0.019029,-2.406250,-2.613881,-2.389607,-2.632910,-0.016642,-0.019029
22,13,-0.016353,-2.406250,-2.613881,-2.434323,-2.630234,0.028073,-0.016353
22,14,-0.002116,-2.406250,-2.613881,-2.387474,-2.615997,-0.018775,-0.002116
22,15,-0.003286,-2.406250,-2.613881,-2.417772,-2.617167,0.011523,-0.003286
22,16,-0.131793,-2.406250,-2.613881,-2.533527,-2.745674,0.127277,-0.131793
22,17,-0.006691,-2.406250,-2.613881,-2.464227,-2.620572,0.057977,-0.006691
22,18,-0.006378,-2.406250,-2.613881,-2.415772,-2.620259,0.009523,-0.006378
22,19,0.001145,-2.406250,-2.613881,-2.408914,-2.612736,0.002664,0.001145
23,0,0.005254,-2.406250,-2.613881,-2.418553,-2.608627,0.012303,0.005254
23,1,-0.013006,-2.406250,-2.613881,-2.414969,-2.626887,0.008720,-0.013006
23,2,0.072892,-2.406250,-2.613881,-2.392089,-2.540988,-0.014160,0.072892
23,3,-0.191719,-2.406250,-2.613881,-2.614517,-2.805599,0.208268,-0.191719
23,4,0.024846,-2.406250,-2.613881,-2.376441,-2.589035,-0.029808,0.024846
23,5,-0.028386,-2.406250,-2.613881,-2.388570,-2.642267,-0.017680,-0.028386
23,6,0.006112,-2.406250,-2.613881,-2.410153,-2.607769,0.003904,0.006112
23,7,-0.015598,-2.406250,-2.613881,-2.407846,-2.629479,0.001596,-0.015598
23,8,-0.006418,-2.406250,-2.613881,-2.400311,-2.620299,-0.005939,-0.006418
23,9,-0.004278,-2.406250,-2.613881,-2.412927,-2.618159,0.006677,-0.004278
23,10,0.010118,-2.406250,-2.613881,-2.404238,-2.603763,-0.002011,0.010118
23,11,0.001958,-2.406250,-2.613881,-2.387976,-2.611923,-0.018273,0.001958
23,12,0.006318,-2.406250,-2.613881,-2.391343,-2.607563,-0.014906,0.006318
23,13,-0.002250,-2.406250,-2.613881,-2.409792,-2.616131,0.003543,-0.002250
23,14,0.019885,-2.406250,-2.613881,-2.398394,-2.593996,-0.007855,0.019885
23,15,0.008762,-2.406250,-2.613881,-2.416628,-2.605119,0.010378,0.008762
23,16,0.000854,-2.406250,-2.613881,-2.391643,-2.613027,-0.014607,0.000854
23,17,-0.016483,-2.406250,-2.613881,-2.421537,-2.630364,0.015287,-0.016483
23,18,-0.024867,-2.406250,-2.613881,-2.619272,-2.638747,0.213022,-0.024867
23,19,0.032796,-2.406250,-2.613881,-2.383709,-2.581085,-0.022541,0.032796
24,0,-0.004282,-2.406250,-2.613881,-2.398788,-2.618163,-0.007461,-0.004282
24,1,-0.002151,-2.406250,-2.613881,-2.417559,-2.616032,0.011309,-0.002151
24,2,-0.002922,-2.406250,-2.613881,-2.402634,-2.616803,-0.003616,-0.002922
24,3,0.005908,-2.406250,-2.613881,-2.387984,-2.607973,-0.018266,0.005908
24,4,-0.008101,-2.406250,-2.613881,-2.415312,-2.621982,0.009062,-0.008101
24,5,-0.025777,-2.406250,-2.613881,-2.417298,-2.639658,0.011048,-0.025777
24,6,0.003036,-2.406250,-2.613881,-2.404155,-2.610845,-0.002095,0.003036
24,7,-0.015208,-2.406250,-2.613881,-2.341171,-2.629089,-0.065079,-0.015208
24,8,0.011541,-2.406250,-2.613881,-2.386503,-2.602340,-0.019747,0.011541
24,9,0.009143,-2.406250,-2.613881,-2.410028,-2.604738,0.003779,0.009143
24,10,-0.002119,-2.406250,-2.613881,-2.396420,-2.616000,-0.009829,-0.002119
24,11,-0.001383,-2.406250,-2.613881,-2.388604,-2.615264,-0.017645,-0.001383
24,12,-0.003038,-2.406250,-2.613881,-2.403472,-2.616919,-0.002778,-0.003038
24,13,0.008263,-2.406250,-2.613881,-2.377242,-2.605618,-0.029008,0.008263
24,14,-0.002930,-2.406250,-2.613881,-2.407667,-2.616811,0.001417,-0.002930
24,15,0.003652,-2.406250,-2.613881,-2.396811,-2.610229,-0.009438,0.003652
24,16,-0.007400,-2.406250,-2.613881,-2.411792,-2.621280,0.005542,-0.007400
24,17,0.090460,-2.406250,-2.613881,-2.348675,-2.523421,-0.057575,0.090460
24,18,0.012874,-2.406250,-2.613881,-2.401305,-2.601007,-0.004945,0.012874
24,19,-0.003759,-2.406250,-2.613881,-2.387239,-2.617640,-0.019011,-0.003759
25,0,0.003396,-2.406250,-2.613881,-2.388286,-2.610485,-0.017964,0.003396
25,1,-0.009293,-2.406250,-2.613881,-2.407714,-2.623174,0.001464,-0.009293
25,2,-0.018204,-2.406250,-2.613881,-2.436313,-2.632085,0.030063,-0.018204
25,3,0.029278,-2.406250,-2.613881,-2.203309,-2.584603,-0.202941,0.029278
25,4,0.032447,-2.406250,-2.613881,-2.534940,-2.581434,0.128690,0.032447
25,5,0.001805,-2.406250,-2.613881,-2.397314,-2.612076,-0.008935,0.001805
25,6,-0.245876,-2.406250,-2.613881,-2.761266,-2.859757,0.355016,-0.245876
25,7,-0.010324,-2.406250,-2.613881,-2.418313,-2.624204,0.012063,-0.010324
25,8,-0.005598,-2.406250,-2.613881,-2.417175,-2.619479,0.010926,-0.005598
25,9,-0.003876,-2.406250,-2.613881,-2.413191,-2.617757,0.006942,-0.003876
25,10,-0.036487,-2.406250,-2.613881,-2.396611,-2.650368,-0.009639,-0.036487
25,11,-0.012490,-2.406250,-2.613881,-2.418988,-2.626370,0.012738,-0.012490
25,12,0.031473,-2.406250,-2.613881,-2.433888,-2.582407,0.027638,0.031473
25,13,0.009121,-2.406250,-2.613881,-2.398811,-2.604760,-0.007438,0.009121
25,14,0.008747,-2.406250,-2.613881,-2.408839,-2.605134,0.002590,0.008747
25,15,-0.001468,-2.406250,-2.613881,-2.404524,-2.615349,-0.001726,-0.001468
25,16,-0.026114,-2.406250,-2.613881,-2.487066,-2.639995,0.080817,-0.026114
25,17,-0.042900,-2.406250,-2.613881,-2.390598,-2.656781,-0.015652,-0.042900
25,18,-0.006963,-2.406250,-2.613881,-2.393898,-2.620844,-0.012352,-0.006963
25,19,0.009237,-2.406250,-2.613881,-2.393929,-2.604644,-0.012321,0.009237
26,0,-0.000163,-2.406250,-2.613881,-2.413084,-2.614044,0.006834,-0.000163
26,1,-0.031259,-2.406250,-2.613881,-2.401847,-2.645140,-0.004403,-0.031259
26,2,0.009306,-2.406250,-2.613881,-2.425592,-2.604575,0.019342,0.009306
26,3,-0.005548,-2.406250,-2.613881,-2.398378,-2.619429,-0.007872,-0.005548
26,4,0.011792,-2.406250,-2.613881,-2.423142,-2.602088,0.016892,0.011792
26,5,0.004958,-2.406250,-2.613881,-2.406459,-2.608923,0.000209,0.004958
26,6,0.001028,-2.406250,-2.613881,-2.400900,-2.612853,-0.005349,0.001028
26,7,-0.002989,-2.406250,-2.613881,-2.382813,-2.616869,-0.023437,-0.002989
26,8,0.007319,-2.406250,-2.613881,-2.403212,-2.606562,-0.003038,0.007319
26,9,0.010306,-2.406250,-2.613881,-2.397361,-2.603575,-0.008889,0.010306
26,10,-0.011756,-2.406250,-2.613881,-2.424086,-2.625637,0.017836,-0.011756
26,11,0.000405,-2.406250,-2.613881,-2.401473,-2.613476,-0.004777,0.000405
26,12,0.044257,-2.406250,-2.613881,-2.407766,-2.569623,0.001516,0.044257
26,13,0.001510,-2.406250,-2.613881,-2.399959,-2.612370,-0.006291,0.001510
26,14,-0.151807,-2.406250,-2.613881,-2.659338,-2.765687,0.253089,-0.151807
26,15,-0.002546,-2.406250,-2.613881,-2.439231,-2.616427,0.032981,-0.002546
26,16,0.013099,-2.406250,-2.613881,-2.393289,-2.600782,-0.012961,0.013099
26,17,-0.000304,-2.406250,-2.613881,-2.394687,-2.614185,-0.011563,-0.000304
26,18,-0.012013,-2.406250,-2.613881,-2.397901,-2.625894,-0.008348,-0.012013
26,19,-0.069484,-2.406250,-2.613881,-2.414310,-2.683365,0.008060,-0.069484
27,0,-0.001324,-2.406250,-2.613881,-2.407050,-2.615205,0.000801,-0.001324
27,1,-0.005389,-2.406250,-2.613881,-2.407199,-2.619270,0.000950,-0.005389
27,2,-0.003117,-2.406250,-2.613881,-2.404520,-2.616998,-0.001730,-0.003117
27,3,-0.001143,-2.406250,-2.613881,-2.428520,-2.615023,0.022270,-0.001143
27,4,-0.009134,-2.406250,-2.613881,-2.525930,-2.623014,0.119681,-0.009134
27,5,0.005535,-2.406250,-2.613881,-2.404427,-2.608346,-0.001823,0.005535
27,6,0.000772,-2.406250,-2.613881,-2.402724,-2.613109,-0.003526,0.000772
27,7,-0.005951,-2.406250,-2.613881,-2.411106,-2.619832,0.004856,-0.005951
27,8,0.004398,-2.406250,-2.613881,-2.409659,-2.609483,0.003410,0.004398
27,9,-0.007182,-2.406250,-2.613881,-2.411974,-2.621063,0.005724,-0.007182
27,10,-0.007427,-2.406250,-2.613881,-2.428070,-2.621308,0.021820,-0.007427
27,11,-0.451416,-2.406250,-2.613881,-2.708283,-3.065297,0.302034,-0.451416
27,12,0.011457,-2.406250,-2.613881,-2.411694,-2.602423,0.005445,0.011457
27,13,-0.019977,-2.406250,-2.613881,-2.407483,-2.633858,0.001234,-0.019977
27,14,-0.016780,-2.406250,-2.613881,-2.418941,-2.630661,0.012691,-0.016780
27,15,-0.054696,-2.406250,-2.613881,-2.413325,-2.668577,0.007075,-0.054696
27,16,-0.003846,-2.406250,-2.613881,-2.418851,-2.617727,0.012602,-0.003846
27,17,0.005899,-2.406250,-2.613881,-2.369472,-2.607982,-0.036778,0.005899
27,18,-0.030698,-2.406250,-2.613881,-2.400061,-2.644579,-0.006189,-0.030698
27,19,0.001632,-2.406250,-2.613881,-2.407765,-2.612249,0.001515,0.001632
28,0,0.002671,-2.406250,-2.613881,-2.414012,-2.611209,0.007763,0.002671
28,1,0.000262,-2.406250,-2.613881,-2.410385,-2.613619,0.004135,0.000262
28,2,-0.005865,-2.406250,-2.613881,-2.411403,-2.619746,0.005154,-0.005865
28,3,-0.007030,-2.406250,-2.613881,-2.404817,-2.620911,-0.001433,-0.007030
28,4,0.002569,-2.406250,-2.613881,-2.399569,-2.611312,-0.006680,0.002569
28,5,-0.000702,-2.406250,-2.613881,-2.406708,-2.614583,0.000459,-0.000702
28,6,-0.004692,-2.406250,-2.613881,-2.411781,-2.618573,0.005531,-0.004692
28,7,-0.017312,-2.406250,-2.613881,-2.404483,-2.631193,-0.001767,-0.017312
28,8,-0.003535,-2.406250,-2.613881,-2.399987,-2.617415,-0.006263,-0.003535
28,9,-0.014242,-2.406250,-2.613881,-2.424985,-2.628123,0.018736,-0.014242
28,10,0.000374,-2.406250,-2.613881,-2.401272,-2.613507,-0.004977,0.000374
28,11,-0.001883,-2.406250,-2.613881,-2.406464,-2.615764,0.000214,-0.001883
28,12,0.002766,-2.406250,-2.613881,-2.404678,-2.611115,-0.001572,0.002766
28,13,-0.000055,-2.406250,-2.613881,-2.405643,-2.613936,-0.000607,-0.000055
28,14,-0.007484,-2.406250,-2.613881,-2.404227,-2.621365,-0.002023,-0.007484
28,15,-0.006789,-2.406250,-2.613881,-2.410855,-2.620670,0.004605,-0.006789
28,16,-0.308512,-2.406250,-2.613881,-2.752299,-2.922393,0.346049,-0.308512
28,17,0.010231,-2.406250,-2.613881,-2.417839,-2.603650,0.011589,0.010231
28,18,-0.001485,-2.406250,-2.613881,-2.407672,-2.615366,0.001422,-0.001485
28,19,0.019360,-2.406250,-2.613881,-2.357179,-2.594521,-0.049071,0.019360
29,0,0.036764,-2.406250,-2.613881,-2.436075,-2.577117,0.029825,0.036764
29,1,-0.000351,-2.406250,-2.613881,-2.407676,-2.614232,0.001426,-0.000351
29,2,0.006345,-2.406250,-2.613881,-2.406455,-2.607536,0.000205,0.006345
29,3,-0.000579,-2.406250,-2.613881,-2.407705,-2.614460,0.001456,-0.000579
29,4,0.000121,-2.406250,-2.613881,-2.405691,-2.613760,-0.000559,0.000121
29,5,-0.140810,-2.406250,-2.613881,-2.356440,-2.754691,-0.049810,-0.140810
29,6,0.003223,-2.406250,-2.613881,-2.407230,-2.610658,0.000980,0.003223
29,7,0.001936,-2.406250,-2.613881,-2.406848,-2.611945,0.000599,0.001936
29,8,0.011104,-2.406250,-2.613881,-2.421121,-2.602777,0.014871,0.011104
29,9,0.000805,-2.406250,-2.613881,-2.405478,-2.613076,-0.000772,0.000805
29,10,-0.026736,-2.406250,-2.613881,-2.450428,-2.640617,0.044178,-0.026736
29,11,0.000994,-2.406250,-2.613881,-2.406694,-2.612887,0.000444,0.000994
29,12,-0.000313,-2.406250,-2.613881,-2.409235,-2.614193,0.002985,-0.000313
29,13,-0.000718,-2.406250,-2.613881,-2.411371,-2.614599,0.005121,-0.000718
29,14,0.007144,-2.406250,-2.613881,-2.401831,-2.606737,-0.004418,0.007144
29,15,0.042361,-2.406250,-2.613881,-2.426596,-2.571520,0.020347,0.042361
29,16,0.003675,-2.406250,-2.613881,-2.401338,-2.610206,-0.004912,0.003675
29,17,0.000220,-2.406250,-2.613881,-2.407715,-2.613661,0.001465,0.000220
29,18,0.003412,-2.406250,-2.613881,-2.406083,-2.610469,-0.000167,0.003412
29,19,-0.001640,-2.406250,-2.613881,-2.402878,-2.615521,-0.003371,-0.001640
30,0,-0.000955,-2.406250,-2.613881,-2.407153,-2.614836,0.000903,-0.000955
30,1,-0.011399,-2.406250,-2.613881,-2.419184,-2.625279,0.012934,-0.011399
30,2,-0.000666,-2.406250,-2.613881,-2.408025,-2.614547,0.001775,-0.000666
30,3,0.005444,-2.406250,-2.613881,-2.406531,-2.608437,0.000281,0.005444
30,4,0.004696,-2.406250,-2.613881,-2.405374,-2.609185,-0.000876,0.004696
30,5,0.002325,-2.406250,-2.613881,-2.408040,-2.611556,0.001791,0.002325
30,6,0.005885,-2.406250,-2.613881,-2.444854,-2.607996,0.038604,0.005885
30,7,0.041411,-2.406250,-2.613881,-2.504292,-2.572470,0.098042,0.041411
30,8,-0.000498,-2.406250,-2.613881,-2.407840,-2.614378,0.001590,-0.000498
30,9,-0.009658,-2.406250,-2.613881,-2.397485,-2.623539,-0.008765,-0.009658
30,10,-0.005238,-2.406250,-2.613881,-2.406501,-2.619118,0.000251,-0.005238
30,11,-0.006772,-2.406250,-2.613881,-2.409867,-2.620653,0.003617,-0.006772
30,12,-0.241221,-2.406250,-2.613881,-2.460807,-2.855102,0.054558,-0.241221
30,13,0.034958,-2.406250,-2.613881,-2.419854,-2.578923,0.013604,0.034958
30,14,0.000741,-2.406250,-2.613881,-2.403794,-2.613139,-0.002456,0.000741
30,15,0.101798,-2.406250,-2.613881,-2.450617,-2.512083,0.044368,0.101798
30,16,0.001971,-2.406250,-2.613881,-2.406336,-2.611909,0.000087,0.001971
30,17,0.016550,-2.406250,-2.613881,-2.431003,-2.597331,0.024754,0.016550
30,18,-0.001886,-2.406250,-2.613881,-2.433070,-2.615767,0.026821,-0.001886
30,19,-0.001635,-2.406250,-2.613881,-2.415051,-2.615515,0.008801,-0.001635
31,0,-0.875299,-2.406250,-2.613881,-2.741154,-3.489180,0.334904,-0.875299
31,1,0.007166,-2.406250,-2.613881,-2.402445,-2.606715,-0.003804,0.007166
31,2,-0.005300,-2.406250,-2.613881,-2.406557,-2.619181,0.000308,-0.005300
31,3,0.001614,-2.406250,-2.613881,-2.405053,-2.612267,-0.001197,0.001614
31,4,0.000247,-2.406250,-2.613881,-2.404422,-2.613634,-0.001828,0.000247
31,5,0.003240,-2.406250,-2.613881,-2.405350,-2.610641,-0.000900,0.003240
31,6,0.012893,-2.406250,-2.613881,-2.414780,-2.600988,0.008530,0.012893
31,7,0.001427,-2.406250,-2.613881,-2.407260,-2.612454,0.001010,0.001427
31,8,0.004873,-2.406250,-2.613881,-2.397022,-2.609008,-0.009228,0.004873
31,9,0.003105,-2.406250,-2.613881,-2.408307,-2.610776,0.002057,0.003105
31,10,-0.228897,-2.406250,-2.613881,-2.430749,-2.842778,0.024499,-0.228897
31,11,0.001779,-2.406250,-2.613881,-2.407206,-2.612102,0.000956,0.001779
31,12,0.002538,-2.406250,-2.613881,-2.405201,-2.611343,-0.001048,0.002538
31,13,0.000564,-2.406250,-2.613881,-2.404284,-2.613317,-0.001966,0.000564
31,14,-0.000556,-2.406250,-2.613881,-2.400920,-2.614437,-0.005330,-0.000556
31,15,0.074790,-2.406250,-2.613881,-2.526837,-2.539091,0.120587,0.074790
31,16,0.002557,-2.406250,-2.613881,-2.404117,-2.611324,-0.002133,0.002557
31,17,0.009247,-2.406250,-2.613881,-2.388677,-2.604634,-0.017573,0.009247
31,18,-0.000580,-2.406250,-2.613881,-2.406191,-2.614460,-0.000058,-0.000580
31,19,0.005262,-2.406250,-2.613881,-2.404688,-2.608619,-0.001561,0.005262
32,0,0.024788,-2.406250,-2.613881,-2.446052,-2.589093,0.039802,0.024788
32,1,0.000747,-2.406250,-2.613881,-2.407390,-2.613134,0.001140,0.000747
32,2,0.003412,-2.406250,-2.613881,-2.428370,-2.610468,0.022120,0.003412
32,3,0.003586,-2.406250,-2.613881,-2.407263,-2.610295,0.001013,0.003586
32,4,-0.002261,-2.406250,-2.613881,-2.402176,-2.616142,-0.004074,-0.002261
32,5,0.002662,-2.406250,-2.613881,-2.402556,-2.611218,-0.003693,0.002662
32,6,-0.104998,-2.406250,-2.613881,-2.374070,-2.718879,-0.032180,-0.104998
32,7,-0.008611,-2.406250,-2.613881,-2.385240,-2.622492,-0.021010,-0.008611
32,8,0.002621,-2.406250,-2.613881,-2.408815,-2.611260,0.002565,0.002621
32,9,-0.003356,-2.406250,-2.613881,-2.417827,-2.617236,0.011577,-0.003356
32,10,0.001536,-2.406250,-2.613881,-2.407561,-2.612345,0.001312,0.001536
32,11,0.014755,-2.406250,-2.613881,-2.410830,-2.599126,0.004581,0.014755
32,12,0.001399,-2.406250,-2.613881,-2.403640,-2.612482,-0.002609,0.001399
32,13,-0.002447,-2.406250,-2.613881,-2.406990,-2.616328,0.000740,-0.002447
32,14,0.002210,-2.406250,-2.613881,-2.407830,-2.611671,0.001580,0.002210
32,15,0.001045,-2.406250,-2.613881,-2.407781,-2.612836,0.001531,0.001045
32,16,-0.034316,-2.406250,-2.613881,-2.446481,-2.648197,0.040231,-0.034316
32,17,0.034674,-2.406250,-2.613881,-2.558263,-2.579207,0.152013,0.034674
32,18,-0.000109,-2.406250,-2.613881,-2.405046,-2.613990,-0.001203,-0.000109
32,19,-0.000982,-2.406250,-2.613881,-2.406353,-2.614863,0.000104,-0.000982
33,0,0.001537,-2.406250,-2.613881,-2.401254,-2.612344,-0.004996,0.001537
33,1,0.001333,-2.406250,-2.613881,-2.405427,-2.612548,-0.000822,0.001333
33,2,-1.164758,-2.406250,-2.613881,-2.636297,-3.778639,0.230048,-1.164758
33,3,0.000353,-2.406250,-2.613881,-2.410878,-2.613528,0.004628,0.000353
33,4,-0.152804,-2.406250,-2.613881,-2.407884,-2.766685,0.001634,-0.152804
33,5,0.005355,-2.406250,-2.613881,-2.406297,-2.608526,0.000047,0.005355
33,6,0.002122,-2.406250,-2.613881,-2.405566,-2.611758,-0.000683,0.002122
33,7,-0.005717,-2.406250,-2.613881,-2.406552,-2.619598,0.000302,-0.005717
33,8,0.002195,-2.406250,-2.613881,-2.463094,-2.611686,0.056845,0.002195
33,9,0.002308,-2.406250,-2.613881,-2.413399,-2.611573,0.007149,0.002308
33,10,0.001369,-2.406250,-2.613881,-2.407940,-2.612511,0.001690,0.001369
33,11,0.002374,-2.406250,-2.613881,-2.415106,-2.611506,0.008856,0.002374
33,12,0.002310,-2.406250,-2.613881,-2.405946,-2.611571,-0.000304,0.002310
33,13,-0.024407,-2.406250,-2.613881,-2.523915,-2.638288,0.117665,-0.024407
33,14,0.001163,-2.406250,-2.613881,-2.408857,-2.612717,0.002607,0.001163
33,15,-0.000729,-2.406250,-2.613881,-2.407176,-2.614610,0.000927,-0.000729
33,16,0.002937,-2.406250,-2.613881,-2.408957,-2.610944,0.002707,0.002937
33,17,0.000910,-2.406250,-2.613881,-2.400985,-2.612971,-0.005265,0.000910
33,18,-0.001093,-2.406250,-2.613881,-2.404377,-2.614974,-0.001872,-0.001093
33,19,-0.002724,-2.406250,-2.613881,-2.406162,-2.616605,-0.000087,-0.002724
34,0,0.009245,-2.406250,-2.613881,-2.500813,-2.604635,0.094563,0.009245
34,1,0.008074,-2.406250,-2.613881,-2.413816,-2.605807,0.007567,0.008074
34,2,-0.001406,-2.406250,-2.613881,-2.406041,-2.615287,-0.000209,-0.001406
34,3,0.004080,-2.406250,-2.613881,-2.407672,-2.609801,0.001423,0.004080
34,4,0.004637,-2.406250,-2.613881,-2.413813,-2.609244,0.007563,0.004637
34,5,-0.005205,-2.406250,-2.613881,-2.401825,-2.619086,-0.004424,-0.005205
34,6,0.003452,-2.406250,-2.613881,-2.394277,-2.610429,-0.011972,0.003452
34,7,0.007414,-2.406250,-2.613881,-2.401272,-2.606467,-0.004977,0.007414
34,8,-0.088628,-2.406250,-2.613881,-2.604452,-2.702509,0.198203,-0.088628
34,9,-0.001947,-2.406250,-2.613881,-2.404860,-2.615828,-0.001390,-0.001947
34,10,-0.004110,-2.406250,-2.613881,-2.401221,-2.617991,-0.005029,-0.004110
34,11,0.005929,-2.406250,-2.613881,-2.421139,-2.607952,0.014889,0.005929
34,12,-0.003630,-2.406250,-2.613881,-2.403294,-2.617511,-0.002956,-0.003630
34,13,0.011489,-2.406250,-2.613881,-2.389758,-2.602392,-0.016492,0.011489
34,14,0.003495,-2.406250,-2.613881,-2.407737,-2.610386,0.001487,0.003495
34,15,-0.000602,-2.406250,-2.613881,-2.407366,-2.614483,0.001116,-0.000602
34,16,-0.012674,-2.406250,-2.613881,-2.412471,-2.626554,0.006221,-0.012674
34,17,0.000631,-2.406250,-2.613881,-2.403209,-2.613250,-0.003041,0.000631
34,18,0.015539,-2.406250,-2.613881,-2.391250,-2.598342,-0.015000,0.015539
34,19,0.005275,-2.406250,-2.613881,-2.404407,-2.608605,-0.001843,0.005275
35,0,0.002225,-2.406250,-2.613881,-2.408109,-2.611656,0.001860,0.002225
35,1,-0.004115,-2.406250,-2.613881,-2.407863,-2.617996,0.001613,-0.004115
