layer,head,score,baseline_logp_target,baseline_logp_distractor,ablated_logp_target,ablated_logp_distractor,delta_target,delta_distractor
35,2,-0.005260,-2.406250,-2.613881,-2.401815,-2.619141,-0.004435,-0.005260
35,3,0.006095,-2.406250,-2.613881,-2.412884,-2.607786,0.006635,0.006095
35,4,-0.007030,-2.406250,-2.613881,-2.406811,-2.620911,0.000561,-0.007030
35,5,-0.116528,-2.406250,-2.613881,-2.517445,-2.730408,0.111196,-0.116528
35,6,0.001608,-2.406250,-2.613881,-2.406810,-2.612273,0.000561,0.001608
35,7,0.000604,-2.406250,-2.613881,-2.397883,-2.613276,-0.008366,0.000604
35,8,0.000032,-2.406250,-2.613881,-2.401939,-2.613849,-0.004310,0.000032
35,9,0.001403,-2.406250,-2.613881,-2.406552,-2.612478,0.000303,0.001403
35,10,0.026903,-2.406250,-2.613881,-2.398319,-2.586978,-0.007930,0.026903
35,11,0.008574,-2.406250,-2.613881,-2.409232,-2.605307,0.002982,0.008574
35,12,0.002076,-2.406250,-2.613881,-2.405507,-2.611805,-0.000743,0.002076
35,13,-0.013062,-2.406250,-2.613881,-2.404203,-2.626943,-0.002046,-0.013062
35,14,-0.008209,-2.406250,-2.613881,-2.407718,-2.622089,0.001468,-0.008209
35,15,0.010845,-2.406250,-2.613881,-2.410043,-2.603035,0.003793,0.010845
35,16,0.020471,-2.406250,-2.613881,-2.412059,-2.593410,0.005810,0.020471
35,17,-0.013705,-2.406250,-2.613881,-2.398732,-2.627586,-0.007518,-0.013705
35,18,0.026773,-2.406250,-2.613881,-2.413714,-2.587108,0.007464,0.026773
35,19,-0.029578,-2.406250,-2.613881,-2.446157,-2.643459,0.039908,-0.029578
