iter,lr,train_mse,held_mse,l0,dead_pct,explained_variance
1,0.0,0.001612391322851181,0.0017422805540263653,64.0,0.0,-183132.03457170702
100,0.0002475,0.0008153539383783937,0.0006661111256107688,64.0,0.0,-70014.67763933477
200,0.0004975,0.00043174298480153084,0.00035264514735899866,64.0,0.0,-37065.92084983179
300,0.0005,0.0002931721101049334,0.00022589122818317264,64.0,0.0,-23742.676261842353
400,0.0005,0.0002420379751129076,0.00017041643150150776,64.0,0.0,-17911.659195769666
500,0.0005,0.000188730307854712,0.0001386390795232728,64.0,0.0,-14571.507521578578
600,0.0005,0.0001584570563863963,0.00011840102524729446,64.0,0.0,-12444.263099471787
700,0.0005,0.00014141954306978732,0.00010499119525775313,64.0,0.0,-11034.740656970553
800,0.0005,0.00012983095075469464,9.524086635792628e-05,64.0,0.0,-10009.872912738012
900,0.0005,0.00012114902347093448,8.806842379271984e-05,64.0,0.0,-9255.969672289957
1000,0.0005,0.00011156045366078615,8.222454198403284e-05,64.0,0.0,-8641.712225234374
1100,0.000499229718424189,0.00010633196507114917,7.721408474026248e-05,64.0,0.0037109374534338713,-8115.058057049182
1200,0.0004969236203664039,0.0001026278841891326,7.324574107769877e-05,64.0,0.002539062639698386,-7697.941067232764
1300,0.0004930959165854125,9.544128988636658e-05,6.984387437114492e-05,64.0,0.0016601562965661287,-7340.3666804191635
1400,0.0004877701943588159,8.858675573719665e-05,6.723937985952944e-05,64.0,0.0009765625,-7066.605932740398
1500,0.0004809792721322863,8.690693357493728e-05,6.490883970400319e-05,64.0,0.0005859375232830644,-6821.639630612162
1600,0.0004727649972840147,8.278869063360617e-05,6.290869350777939e-05,64.0,0.0003906250058207661,-6611.402587433306
1700,0.00046317798825059524,8.124368468998e-05,6.139997276477516e-05,64.0,0.00048828125,-6452.81912074786
1800,0.0004522773226034326,8.166215411620215e-05,5.9918431361438707e-05,64.0,0.00019531250291038305,-6297.092544221477
1900,0.0004401301729978233,7.611087494296953e-05,5.8558605815051123e-05,64.0,0.00019531250291038305,-6154.159823519684
2000,0.00042681139323808617,7.52899213694036e-05,5.7396115153096616e-05,64.0,0.00019531250291038305,-6031.96912779027
2100,0.00041240305700951065,7.605428254464641e-05,5.6366927310591564e-05,64.0,0.0002929687616415322,-5923.790225269048
2200,0.00039699395211957654,7.274373638210818e-05,5.541234349948354e-05,64.0,0.0002929687616415322,-5823.452734421247
2300,0.0003806790333650556,7.20220195944421e-05,5.474627323565073e-05,64.0,0.00048828125,-5753.441383216273
2400,0.0003635588373965674,7.077205373207107e-05,5.3927295084577054e-05,64.0,0.0006835937383584678,-5667.357769426984
2500,0.0003457388631863424,7.211541378637776e-05,5.3279050916898996e-05,64.0,0.0007812500116415322,-5599.219936715794
2600,0.00032732892191690506,7.115468906704336e-05,5.266101652523503e-05,64.0,0.0013671874767169356,-5534.257762960358
2700,0.0003084424602968283,6.813188520027325e-05,5.210412200540304e-05,64.0,0.0015625000232830644,-5475.72208843641
2800,0.0002891958614734579,6.860208668513224e-05,5.162278830539435e-05,64.0,0.002539062639698386,-5425.128568554649
2900,0.00026970772785055896,6.763068813597783e-05,5.1203445764258504e-05,64.0,0.003515625139698386,-5381.050763070745
3000,0.0002500981502303451,6.823750300100073e-05,5.084788062958978e-05,64.0,0.0054687499068677425,-5343.677126493437
3100,0.00023048796778361838,6.469059007940814e-05,5.048782622907311e-05,64.0,0.0074218749068677425,-5305.831351226683
3200,0.00021099802340827494,6.442567973863333e-05,5.0149872549809515e-05,64.0,0.00927734375,-5270.308678747166
3300,0.00019174841906484212,6.681644299533218e-05,4.9894475523615256e-05,64.0,0.0107421875,-5243.463434219195
3400,0.000172857775677859,6.649674469372258e-05,4.960888691130094e-05,64.0,0.013085938058793545,-5213.445036779467
3500,0.00015444250216377537,6.608107651118189e-05,4.93667866976466e-05,64.0,0.01582031324505806,-5187.997663594237
3600,0.00013661607808980247,6.380084960255772e-05,4.91990358568728e-05,64.0,0.01894531212747097,-5170.365138016035
3700,0.00011948835438415473,6.581732304766774e-05,4.898865518043749e-05,64.0,0.0244140625,-5148.251805767309
3800,0.00010316487640688024,6.495210982393473e-05,4.883969813818112e-05,64.0,0.02851562574505806,-5132.594544069258
3900,8.774623355269163e-05,6.320258398773149e-05,4.8708057875046507e-05,64.0,0.03437500074505806,-5118.757672732208
4000,7.332743939370554e-05,6.444309110520408e-05,4.860610715695657e-05,64.0,0.04160156473517418,-5108.041828591732
4100,5.999734618181052e-05,6.295373168541119e-05,4.849140896112658e-05,64.0,0.04931640625,-5095.985752120498
4200,4.7838097318646385e-05,6.445112376241013e-05,4.842543785343878e-05,64.0,0.05859375,-5089.051528374778
4300,3.692462116721321e-05,6.456556729972363e-05,4.837812957703136e-05,64.0,0.06855469197034836,-5084.078534662814
4400,2.7324169324370844e-05,6.290560122579336e-05,4.83023832202889e-05,64.0,0.08076172322034836,-5076.116832877432
4500,1.9095902199511435e-05,6.34312309557572e-05,4.826928488910198e-05,64.0,0.09482421725988388,-5072.637942597777
4600,1.2290524453171998e-05,6.379500700859353e-05,4.8239133320748806e-05,64.0,0.10791015625,-5069.4687993564185
4700,6.949972542108024e-06,6.260671943891793e-05,4.8223962949123234e-05,64.0,0.12812499701976776,-5067.873952955343
4800,3.107156296253577e-06,6.343992572510615e-05,4.821386391995475e-05,64.0,0.15107421576976776,-5066.812392717292
4900,7.85756120035952e-07,6.252917228266597e-05,4.82156356156338e-05,64.0,0.17099609971046448,-5066.998842390831
