layer,head,score,pattern_score,ablation_baseline_nll,ablation_nll,ablation_delta_nll,pattern_pct,ablation_pct,combined_pct
9,7,0.017593,0.017593,1.388672,1.509639,0.120966,0.339360,0.965230,0.339360
9,8,0.014854,0.014854,1.388672,1.583889,0.195217,0.276773,0.979138,0.276773
9,9,0.020309,0.020309,1.388672,1.310729,-0.077944,0.406120,0.020862,0.020862
9,10,0.028259,0.028259,1.388672,1.468571,0.079898,0.624478,0.934631,0.624478
9,11,0.032349,0.032349,1.388672,1.502990,0.114318,0.719054,0.962448,0.719054
9,12,0.036377,0.036377,1.388672,1.351477,-0.037195,0.787204,0.045897,0.045897
9,13,0.031921,0.031921,1.388672,1.383433,-0.005239,0.703755,0.148818,0.148818
9,14,0.004887,0.004887,1.388672,1.528959,0.140286,0.122392,0.968011,0.122392
9,15,0.027679,0.027679,1.388672,1.383532,-0.005140,0.611961,0.151599,0.151599
9,16,0.006687,0.006687,1.388672,1.532810,0.144138,0.152990,0.970793,0.152990
9,17,0.021805,0.021805,1.388672,1.400106,0.011433,0.438108,0.823366,0.438108
9,18,0.035034,0.035034,1.388672,1.396413,0.007741,0.767733,0.805285,0.767733
9,19,0.044769,0.044769,1.388672,1.407334,0.018661,0.913769,0.848401,0.848401
10,0,0.008850,0.008850,1.388672,1.507010,0.118338,0.179416,0.963839,0.179416
10,1,0.010376,0.010376,1.388672,1.544218,0.155545,0.194715,0.974965,0.194715
10,2,0.023361,0.023361,1.388672,1.417295,0.028622,0.481224,0.870654,0.481224
10,3,0.051270,0.051270,1.388672,1.400828,0.012156,0.959666,0.827538,0.827538
10,4,0.028900,0.028900,1.388672,1.345931,-0.042741,0.638387,0.040334,0.040334
10,5,0.008812,0.008812,1.388672,1.615244,0.226572,0.176634,0.984701,0.176634
10,6,0.021805,0.021805,1.388672,1.405443,0.016771,0.439499,0.842837,0.439499
10,7,0.008736,0.008736,1.388672,1.502427,0.113755,0.172462,0.959666,0.172462
10,8,0.010727,0.010727,1.388672,1.501552,0.112880,0.207232,0.956885,0.207232
10,9,0.012146,0.012146,1.388672,1.662723,0.274051,0.233658,0.988873,0.233658
10,10,0.009033,0.009033,1.388672,1.367074,-0.021599,0.180807,0.069541,0.069541
10,11,0.019287,0.019287,1.388672,1.464149,0.075477,0.381085,0.930459,0.381085
10,12,0.032837,0.032837,1.388672,1.396835,0.008163,0.721836,0.809458,0.721836
10,13,0.020813,0.020813,1.388672,1.353673,-0.034999,0.414465,0.048679,0.048679
10,14,0.023071,0.023071,1.388672,1.488360,0.099688,0.468707,0.944367,0.468707
10,15,0.026611,0.026611,1.388672,1.364189,-0.024484,0.582754,0.062587,0.062587
10,16,0.029495,0.029495,1.388672,1.388950,0.000278,0.655077,0.575800,0.575800
10,17,0.024780,0.024780,1.388672,1.383540,-0.005132,0.525730,0.152990,0.152990
10,18,0.026474,0.026474,1.388672,1.361922,-0.026750,0.573018,0.055633,0.055633
10,19,0.011536,0.011536,1.388672,1.680738,0.292065,0.222531,0.991655,0.222531
11,0,0.022171,0.022171,1.388672,1.368551,-0.020122,0.447844,0.073713,0.073713
11,1,0.019608,0.019608,1.388672,1.414090,0.025418,0.389430,0.865090,0.389430
11,2,0.004242,0.004242,1.388672,1.405020,0.016348,0.115438,0.840056,0.115438
11,3,0.034027,0.034027,1.388672,1.393402,0.004730,0.738526,0.771905,0.738526
11,4,0.023834,0.023834,1.388672,1.380002,-0.008670,0.493741,0.116829,0.116829
11,5,0.030060,0.030060,1.388672,1.396399,0.007727,0.668985,0.803894,0.668985
11,6,0.014366,0.014366,1.388672,1.480502,0.091830,0.269819,0.940195,0.269819
11,7,0.034698,0.034698,1.388672,1.389810,0.001138,0.755216,0.671766,0.671766
11,8,0.005630,0.005630,1.388672,1.399826,0.011154,0.139082,0.821975,0.139082
11,9,0.018646,0.018646,1.388672,1.383523,-0.005149,0.369958,0.150209,0.150209
11,10,0.006363,0.006363,1.388672,1.434606,0.045933,0.147427,0.897079,0.147427
11,11,0.020676,0.020676,1.388672,1.405606,0.016934,0.413074,0.845619,0.413074
11,12,0.020218,0.020218,1.388672,1.386196,-0.002476,0.399166,0.203060,0.203060
11,13,0.004723,0.004723,1.388672,1.401082,0.012410,0.118220,0.828929,0.118220
11,14,0.015572,0.015572,1.388672,1.396304,0.007631,0.297636,0.802503,0.297636
11,15,0.022217,0.022217,1.388672,1.386408,-0.002265,0.450626,0.210014,0.210014
11,16,0.006790,0.006790,1.388672,1.420486,0.031814,0.155772,0.876217,0.155772
11,17,0.014977,0.014977,1.388672,1.392540,0.003868,0.279555,0.755216,0.279555
11,18,0.023254,0.023254,1.388672,1.391828,0.003156,0.474270,0.737135,0.474270
11,19,0.034698,0.034698,1.388672,1.366630,-0.022042,0.756606,0.068150,0.068150
12,0,0.023544,0.023544,1.388672,1.390970,0.002298,0.485396,0.713491,0.485396
12,1,0.046631,0.046631,1.388672,1.379416,-0.009256,0.920723,0.114047,0.114047
12,2,0.035553,0.035553,1.388672,1.384510,-0.004162,0.776078,0.169680,0.169680
12,3,0.034637,0.034637,1.388672,1.383349,-0.005323,0.753825,0.147427,0.147427
12,4,0.022995,0.022995,1.388672,1.393000,0.004327,0.464534,0.767733,0.464534
12,5,0.017670,0.017670,1.388672,1.385134,-0.003538,0.342142,0.183588,0.183588
12,6,0.024857,0.024857,1.388672,1.383289,-0.005383,0.527121,0.146036,0.146036
12,7,0.027069,0.027069,1.388672,1.390679,0.002006,0.595271,0.702364,0.595271
12,8,0.022949,0.022949,1.388672,1.369385,-0.019287,0.461752,0.080668,0.080668
12,9,0.016998,0.016998,1.388672,1.499746,0.111074,0.325452,0.951321,0.325452
12,10,0.029099,0.029099,1.388672,1.402974,0.014302,0.642559,0.835883,0.642559
12,11,0.036346,0.036346,1.388672,1.387182,-0.001490,0.785814,0.230876,0.230876
12,12,0.034912,0.034912,1.388672,1.388059,-0.000614,0.762170,0.269819,0.269819
12,13,0.022842,0.022842,1.388672,1.386642,-0.002030,0.460362,0.216968,0.216968
12,14,0.020218,0.020218,1.388672,1.379187,-0.009485,0.400556,0.111266,0.111266
12,15,0.026428,0.026428,1.388672,1.382934,-0.005738,0.570236,0.139082,0.139082
12,16,0.036346,0.036346,1.388672,1.402526,0.013854,0.784423,0.834492,0.784423
12,17,0.024658,0.024658,1.388672,1.387253,-0.001420,0.520167,0.232267,0.232267
12,18,0.024460,0.024460,1.388672,1.397251,0.008579,0.513213,0.810848,0.513213
12,19,0.026520,0.026520,1.388672,1.384825,-0.003848,0.574409,0.175243,0.175243
13,0,0.040894,0.040894,1.388672,1.392793,0.004121,0.859527,0.762170,0.762170
13,1,0.021667,0.021667,1.388672,1.396185,0.007512,0.435327,0.799722,0.435327
13,2,0.050964,0.050964,1.388672,1.390513,0.001841,0.956885,0.696801,0.696801
13,3,0.025955,0.025955,1.388672,1.396748,0.008076,0.549374,0.806676,0.549374
13,4,0.027878,0.027878,1.388672,1.387962,-0.000711,0.618915,0.262865,0.262865
13,5,0.031174,0.031174,1.388672,1.388069,-0.000603,0.696801,0.273992,0.273992
13,6,0.029205,0.029205,1.388672,1.389900,0.001227,0.649513,0.674548,0.649513
13,7,0.030060,0.030060,1.388672,1.394616,0.005944,0.667594,0.787204,0.667594
13,8,0.032440,0.032440,1.388672,1.394358,0.005686,0.720445,0.784423,0.720445
13,9,0.025009,0.025009,1.388672,1.379719,-0.008954,0.532684,0.115438,0.115438
13,10,0.036499,0.036499,1.388672,1.395898,0.007226,0.791377,0.796940,0.791377
13,11,0.021591,0.021591,1.388672,1.391234,0.002562,0.432545,0.720445,0.432545
13,12,0.030365,0.030365,1.388672,1.390873,0.002201,0.681502,0.710709,0.681502
13,13,0.048706,0.048706,1.388672,1.393306,0.004634,0.941586,0.770515,0.770515
13,14,0.024033,0.024033,1.388672,1.380494,-0.008178,0.500695,0.118220,0.118220
13,15,0.031052,0.031052,1.388672,1.383288,-0.005385,0.695410,0.144645,0.144645
13,16,0.026413,0.026413,1.388672,1.382532,-0.006140,0.568846,0.136300,0.136300
13,17,0.021912,0.021912,1.388672,1.390231,0.001559,0.440890,0.687065,0.440890
13,18,0.020538,0.020538,1.388672,1.383587,-0.005085,0.411683,0.154381,0.154381
13,19,0.040405,0.040405,1.388672,1.396791,0.008119,0.851182,0.808067,0.808067
14,0,0.018631,0.018631,1.388672,1.382086,-0.006586,0.367177,0.126565,0.126565
14,1,0.032227,0.032227,1.388672,1.438103,0.049431,0.716273,0.902643,0.716273
14,2,0.029083,0.029083,1.388672,1.416526,0.027853,0.641168,0.867872,0.641168
14,3,0.026688,0.026688,1.388672,1.392874,0.004202,0.584145,0.764951,0.584145
14,4,0.022400,0.022400,1.388672,1.392267,0.003595,0.454798,0.744089,0.454798
14,5,0.048309,0.048309,1.388672,1.383052,-0.005620,0.938804,0.141864,0.141864
14,6,0.018478,0.018478,1.388672,1.382429,-0.006243,0.361613,0.132128,0.132128
14,7,0.022278,0.022278,1.388672,1.394879,0.006207,0.452017,0.791377,0.452017
14,8,0.045380,0.045380,1.388672,1.387107,-0.001565,0.916551,0.228095,0.228095
14,9,0.027527,0.027527,1.388672,1.398657,0.009984,0.605007,0.813630,0.605007
14,10,0.032990,0.032990,1.388672,1.379326,-0.009346,0.726008,0.112656,0.112656
14,11,0.016708,0.016708,1.388672,1.385676,-0.002997,0.321280,0.191933,0.191933
14,12,0.018738,0.018738,1.388672,1.374014,-0.014658,0.374131,0.091794,0.091794
14,13,0.025558,0.025558,1.388672,1.392121,0.003449,0.541029,0.741307,0.541029
14,14,0.027618,0.027618,1.388672,1.400206,0.011534,0.606398,0.824757,0.606398
14,15,0.037781,0.037781,1.388672,1.380744,-0.007928,0.809458,0.119611,0.119611
14,16,0.021561,0.021561,1.388672,1.393484,0.004812,0.431154,0.773296,0.431154
14,17,0.040466,0.040466,1.388672,1.356073,-0.032599,0.853964,0.051460,0.051460
14,18,0.024323,0.024323,1.388672,1.384450,-0.004223,0.507650,0.166898,0.166898
14,19,0.038239,0.038239,1.388672,1.383667,-0.005006,0.815021,0.158554,0.158554
15,0,0.059479,0.059479,1.388672,1.388178,-0.000494,0.973574,0.280946,0.280946
15,1,0.035309,0.035309,1.388672,1.388069,-0.000604,0.769124,0.272601,0.272601
15,2,0.062744,0.062744,1.388672,1.390748,0.002075,0.974965,0.707928,0.707928
15,3,0.041962,0.041962,1.388672,1.389680,0.001008,0.880389,0.666203,0.666203
15,4,0.036743,0.036743,1.388672,1.388378,-0.000294,0.803894,0.308762,0.308762
15,5,0.043213,0.043213,1.388672,1.387787,-0.000885,0.897079,0.253129,0.253129
15,6,0.049347,0.049347,1.388672,1.387976,-0.000696,0.948540,0.264256,0.264256
15,7,0.033020,0.033020,1.388672,1.387357,-0.001315,0.728790,0.235049,0.235049
15,8,0.036652,0.036652,1.388672,1.392243,0.003570,0.799722,0.742698,0.742698
