layer,head,src_idx,src_token,dst_idx,dst_token,weight
1,7,0,The,3, on,0.000000
1,7,0,The,4, the,0.000000
1,7,1, cat,0,The,0.523438
1,7,1, cat,1, cat,0.476807
1,7,1, cat,2, sat,0.000000
1,7,1, cat,3, on,0.000000
1,7,1, cat,4, the,0.000000
1,7,2, sat,0,The,0.801758
1,7,2, sat,1, cat,0.122620
1,7,2, sat,2, sat,0.075867
1,7,2, sat,3, on,0.000000
1,7,2, sat,4, the,0.000000
1,7,3, on,0,The,0.212891
1,7,3, on,1, cat,0.195190
1,7,3, on,2, sat,0.028244
1,7,3, on,3, on,0.563477
1,7,3, on,4, the,0.000000
1,7,4, the,0,The,0.527832
1,7,4, the,1, cat,0.002350
1,7,4, the,2, sat,0.001610
1,7,4, the,3, on,0.101807
1,7,4, the,4, the,0.366455
1,8,0,The,0,The,1.000000
1,8,0,The,1, cat,0.000000
1,8,0,The,2, sat,0.000000
1,8,0,The,3, on,0.000000
1,8,0,The,4, the,0.000000
1,8,1, cat,0,The,0.256592
1,8,1, cat,1, cat,0.743164
1,8,1, cat,2, sat,0.000000
1,8,1, cat,3, on,0.000000
1,8,1, cat,4, the,0.000000
1,8,2, sat,0,The,0.570801
1,8,2, sat,1, cat,0.349854
1,8,2, sat,2, sat,0.079529
1,8,2, sat,3, on,0.000000
1,8,2, sat,4, the,0.000000
1,8,3, on,0,The,0.262695
1,8,3, on,1, cat,0.221191
1,8,3, on,2, sat,0.008736
1,8,3, on,3, on,0.507324
1,8,3, on,4, the,0.000000
1,8,4, the,0,The,0.012817
1,8,4, the,1, cat,0.014999
1,8,4, the,2, sat,0.000265
1,8,4, the,3, on,0.044373
1,8,4, the,4, the,0.927734
1,9,0,The,0,The,1.000000
1,9,0,The,1, cat,0.000000
1,9,0,The,2, sat,0.000000
1,9,0,The,3, on,0.000000
1,9,0,The,4, the,0.000000
1,9,1, cat,0,The,0.998535
1,9,1, cat,1, cat,0.001253
1,9,1, cat,2, sat,0.000000
1,9,1, cat,3, on,0.000000
1,9,1, cat,4, the,0.000000
1,9,2, sat,0,The,0.995605
1,9,2, sat,1, cat,0.000302
1,9,2, sat,2, sat,0.003889
1,9,2, sat,3, on,0.000000
1,9,2, sat,4, the,0.000000
1,9,3, on,0,The,0.000009
1,9,3, on,1, cat,0.000000
1,9,3, on,2, sat,0.000000
1,9,3, on,3, on,1.000000
1,9,3, on,4, the,0.000000
1,9,4, the,0,The,0.000008
1,9,4, the,1, cat,0.000000
1,9,4, the,2, sat,0.000001
1,9,4, the,3, on,0.009750
1,9,4, the,4, the,0.990234
1,10,0,The,0,The,1.000000
1,10,0,The,1, cat,0.000000
1,10,0,The,2, sat,0.000000
1,10,0,The,3, on,0.000000
1,10,0,The,4, the,0.000000
1,10,1, cat,0,The,0.353516
1,10,1, cat,1, cat,0.646484
1,10,1, cat,2, sat,0.000000
1,10,1, cat,3, on,0.000000
1,10,1, cat,4, the,0.000000
1,10,2, sat,0,The,0.064575
1,10,2, sat,1, cat,0.038635
1,10,2, sat,2, sat,0.896973
1,10,2, sat,3, on,0.000000
1,10,2, sat,4, the,0.000000
1,10,3, on,0,The,0.032074
1,10,3, on,1, cat,0.002851
1,10,3, on,2, sat,0.001207
1,10,3, on,3, on,0.963867
1,10,3, on,4, the,0.000000
1,10,4, the,0,The,0.719238
1,10,4, the,1, cat,0.014450
1,10,4, the,2, sat,0.009804
1,10,4, the,3, on,0.142212
1,10,4, the,4, the,0.114136
1,11,0,The,0,The,1.000000
1,11,0,The,1, cat,0.000000
1,11,0,The,2, sat,0.000000
1,11,0,The,3, on,0.000000
1,11,0,The,4, the,0.000000
