layer,head,pattern_score,total_delta_nll,direct_delta_nll,indirect_delta_nll
10,1,0.08337400108575821,0.010881000198423862,0.0,0.010881000198423862
10,2,0.11419700086116791,0.008460000157356262,0.0,0.008460000157356262
10,3,0.11425799876451492,0.002696000039577484,0.0,0.002696000039577484
10,4,0.14257800579071045,-0.0004619999963324517,0.0,-0.0004619999963324517
10,5,0.08276399970054626,-0.004087999928742647,0.0,-0.004087999928742647
10,6,0.10314899682998657,-0.004102999810129404,0.0,-0.004102999810129404
10,7,0.08148200064897537,0.0003330000035930425,0.0,0.0003330000035930425
10,8,0.19103999435901642,0.002836999949067831,0.0,0.002836999949067831
10,9,0.07928500324487686,-0.0012179999612271786,0.0,-0.0012179999612271786
10,10,0.19458000361919403,0.00046400001156143844,0.0,0.00046400001156143844
10,11,0.09014900028705597,-0.002116000046953559,0.0,-0.002116000046953559
10,12,0.1428219974040985,0.0002699999895412475,0.0,0.0002699999895412475
10,13,0.11218299716711044,-0.005824999883770943,0.0,-0.005824999883770943
10,14,0.1024169996380806,-0.005634999834001064,0.0,-0.005634999834001064
10,15,0.10748299956321716,-3.9999998989515007e-05,0.0,-3.9999998989515007e-05
10,16,0.10961899906396866,-0.0006329999887384474,0.0,-0.0006329999887384474
10,17,0.14160199463367462,0.010982999578118324,0.0,0.010982999578118324
10,18,0.12091100215911865,0.004548000171780586,0.0,0.004548000171780586
10,19,0.07543899863958359,-0.0038870000280439854,0.0,-0.0038870000280439854
11,0,0.14465300738811493,0.0021800000686198473,0.0,0.0021800000686198473
11,1,0.12176500260829926,0.04859500005841255,0.0,0.04859500005841255
11,2,0.4113770127296448,-0.017799999564886093,0.0,-0.017799999564886093
11,3,0.12573200464248657,0.035399001091718674,0.0,0.035399001091718674
11,4,0.10583499819040298,0.007770999800413847,0.0,0.007770999800413847
11,5,0.11999499797821045,-0.0033770001027733088,0.0,-0.0033770001027733088
11,6,0.2626950144767761,0.005291000008583069,0.0,0.005291000008583069
11,7,0.18945300579071045,0.0287919994443655,0.0,0.0287919994443655
11,8,0.18286100029945374,-0.01054999977350235,0.0,-0.01054999977350235
11,9,0.27368199825286865,0.05903699994087219,0.0,0.05903699994087219
11,10,0.2595210075378418,-0.021484000608325005,0.0,-0.021484000608325005
11,11,0.29101601243019104,-0.006095000077039003,0.0,-0.006095000077039003
11,12,0.1033329963684082,-0.006790999788790941,0.0,-0.006790999788790941
11,13,0.2600100040435791,-0.02365100011229515,0.0,-0.02365100011229515
11,14,0.15331999957561493,0.006227000150829554,0.0,0.006227000150829554
11,15,0.16955600678920746,-0.002983999904245138,0.0,-0.002983999904245138
11,16,0.14331099390983582,0.009123999625444412,0.0,0.009123999625444412
11,17,0.13378900289535522,-0.011138999834656715,0.0,-0.011138999834656715
11,18,0.2705079913139343,0.0013000000035390258,0.0,0.0013000000035390258
11,19,0.45898398756980896,0.00469700014218688,0.0,0.00469700014218688
12,0,0.15307599306106567,0.002389000030234456,0.0,0.002389000030234456
12,1,0.15747100114822388,0.003215000033378601,0.0,0.003215000033378601
12,2,0.15734900534152985,-0.0010890000266954303,0.0,-0.0010890000266954303
12,3,0.2631840109825134,-0.006016000173985958,0.0,-0.006016000173985958
12,4,0.15893599390983582,0.0017930000321939588,0.0,0.0017930000321939588
12,5,0.2114260047674179,-0.0058639999479055405,0.0,-0.0058639999479055405
12,6,0.11090099811553955,-0.0038139999378472567,0.0,-0.0038139999378472567
12,7,0.14001500606536865,0.09940499812364578,0.0,0.09940499812364578
12,8,0.1328119933605194,0.001193000003695488,0.0,0.001193000003695488
12,9,0.14477500319480896,0.00468500005081296,0.0,0.00468500005081296
12,10,0.136353000998497,0.0015670000575482845,0.0,0.0015670000575482845
12,11,0.08196999877691269,0.029349999502301216,0.0,0.029349999502301216
12,12,0.23925800621509552,-0.005472999997437,0.0,-0.005472999997437
12,13,0.1319579929113388,0.018859999254345894,0.0,0.018859999254345894
