layer,head,score,pattern_score,ablation_baseline_nll,ablation_nll,ablation_delta_nll,pattern_pct,ablation_pct,combined_pct
3,16,0.132446,0.132446,3.857038,3.849014,-0.008024,0.458971,0.058414,0.058414
3,17,0.141602,0.141602,3.857038,3.854384,-0.002654,0.531293,0.155772,0.155772
3,18,0.103027,0.103027,3.857038,3.859194,0.002155,0.244784,0.805285,0.244784
3,19,0.127319,0.127319,3.857038,3.864546,0.007507,0.404729,0.919332,0.404729
4,0,0.151245,0.151245,3.857038,3.855355,-0.001684,0.605007,0.187761,0.187761
4,1,0.169922,0.169922,3.857038,3.857140,0.000101,0.724618,0.586926,0.586926
4,2,0.185425,0.185425,3.857038,3.854732,-0.002306,0.777469,0.161335,0.161335
4,3,0.170288,0.170288,3.857038,3.855544,-0.001495,0.727399,0.197497,0.197497
4,4,0.122192,0.122192,3.857038,3.853283,-0.003755,0.375522,0.123783,0.123783
4,5,0.185913,0.185913,3.857038,3.864391,0.007352,0.778860,0.916551,0.778860
4,6,0.106018,0.106018,3.857038,3.865699,0.008660,0.271210,0.929068,0.271210
4,7,0.093079,0.093079,3.857038,3.851874,-0.005164,0.182197,0.101530,0.101530
4,8,0.317627,0.317627,3.857038,3.854454,-0.002584,0.969402,0.158554,0.158554
4,9,0.116089,0.116089,3.857038,3.860257,0.003219,0.337969,0.849791,0.337969
4,10,0.236328,0.236328,3.857038,3.859640,0.002602,0.904033,0.823366,0.823366
4,11,0.165894,0.165894,3.857038,3.858536,0.001498,0.709319,0.777469,0.709319
4,12,0.084534,0.084534,3.857038,3.850751,-0.006288,0.136300,0.079277,0.079277
