layer,head,score,pattern_score,ablation_baseline_nll,ablation_nll,ablation_delta_nll,pattern_pct,ablation_pct,combined_pct
8,1,0.047211,0.047211,0.860877,0.894422,0.033545,0.763560,0.919332,0.763560
8,2,0.033936,0.033936,0.860877,0.834991,-0.025886,0.545202,0.037552,0.037552
8,3,0.016357,0.016357,0.860877,0.952547,0.091670,0.282337,0.966620,0.282337
8,4,0.000666,0.000666,0.860877,0.963372,0.102495,0.112656,0.972184,0.112656
8,5,0.069824,0.069824,0.860877,0.915623,0.054746,0.898470,0.944367,0.898470
8,6,0.079346,0.079346,0.860877,0.891143,0.030266,0.912378,0.909597,0.909597
8,7,0.024078,0.024078,0.860877,0.939884,0.079007,0.392211,0.959666,0.392211
8,8,0.051819,0.051819,0.860877,0.861598,0.000721,0.813630,0.646732,0.646732
8,9,0.000536,0.000536,0.860877,1.142911,0.282034,0.105702,0.994437,0.105702
8,10,0.099182,0.099182,0.860877,0.832733,-0.028144,0.945758,0.034771,0.034771
8,11,0.010986,0.010986,0.860877,0.928219,0.067342,0.247566,0.951321,0.247566
8,12,0.000676,0.000676,0.860877,0.901551,0.040675,0.116829,0.924896,0.116829
8,13,0.005527,0.005527,0.860877,0.910964,0.050087,0.194715,0.940195,0.194715
8,14,0.092590,0.092590,0.860877,0.906632,0.045755,0.938804,0.936022,0.936022
8,15,0.007828,0.007828,0.860877,0.904161,0.043284,0.214186,0.929068,0.214186
8,16,0.030151,0.030151,0.860877,1.055813,0.194936,0.503477,0.986092,0.503477
8,17,0.028610,0.028610,0.860877,0.844639,-0.016238,0.478442,0.061196,0.061196
8,18,0.033508,0.033508,0.860877,0.873984,0.013107,0.539638,0.848401,0.539638
8,19,0.018555,0.018555,0.860877,0.937211,0.076334,0.308762,0.956885,0.308762
9,0,0.725098,0.725098,0.860877,0.960286,0.099409,0.986092,0.970793,0.970793
9,1,0.743164,0.743164,0.860877,0.916593,0.055716,0.990264,0.947149,0.947149
9,2,0.047882,0.047882,0.860877,0.849363,-0.011514,0.777469,0.075104,0.075104
9,3,0.730469,0.730469,0.860877,1.135745,0.274868,0.987483,0.993046,0.987483
9,4,0.317627,0.317627,0.860877,0.873680,0.012803,0.970793,0.844228,0.844228
9,5,0.819824,0.819824,0.860877,1.005816,0.144940,0.995828,0.981919,0.981919
9,6,0.156250,0.156250,0.860877,0.866659,0.005782,0.956885,0.802503,0.802503
9,7,0.143066,0.143066,0.860877,0.862185,0.001308,0.955494,0.695410,0.695410
9,8,0.796387,0.796387,0.860877,1.057864,0.196987,0.993046,0.987483,0.987483
9,9,0.068909,0.068909,0.860877,0.888481,0.027604,0.895688,0.904033,0.895688
9,10,0.731934,0.731934,0.860877,1.095122,0.234245,0.988873,0.990264,0.988873
9,11,0.799316,0.799316,0.860877,1.028159,0.167282,0.994437,0.984701,0.984701
9,12,0.087219,0.087219,0.860877,0.840460,-0.020417,0.931850,0.045897,0.045897
9,13,0.385986,0.385986,0.860877,0.867858,0.006981,0.976356,0.815021,0.815021
9,14,0.692383,0.692383,0.860877,0.938383,0.077506,0.984701,0.958275,0.958275
9,15,0.088135,0.088135,0.860877,0.791791,-0.069086,0.933241,0.009736,0.009736
9,16,0.449219,0.449219,0.860877,0.853698,-0.007179,0.980529,0.100139,0.100139
9,17,0.286865,0.286865,0.860877,0.968578,0.107701,0.969402,0.976356,0.969402
9,18,0.414307,0.414307,0.860877,0.910657,0.049780,0.979138,0.938804,0.938804
9,19,0.768066,0.768066,0.860877,1.095630,0.234753,0.991655,0.991655,0.991655
10,0,0.073853,0.073853,0.860877,0.850369,-0.010508,0.904033,0.079277,0.079277
10,1,0.400879,0.400879,0.860877,0.930362,0.069485,0.977747,0.952712,0.952712
10,2,0.204712,0.204712,0.860877,0.857738,-0.003139,0.968011,0.136300,0.136300
10,3,0.079895,0.079895,0.860877,0.836147,-0.024730,0.913769,0.040334,0.040334
10,4,0.029068,0.029068,0.860877,0.838419,-0.022458,0.486787,0.043115,0.043115
10,5,0.098755,0.098755,0.860877,0.856758,-0.004118,0.944367,0.123783,0.123783
10,6,0.050201,0.050201,0.860877,0.816862,-0.044015,0.798331,0.018081,0.018081
10,7,0.197388,0.197388,0.860877,0.905968,0.045092,0.965230,0.933241,0.933241
10,8,0.168579,0.168579,0.860877,0.858368,-0.002509,0.961057,0.143255,0.143255
10,9,0.362305,0.362305,0.860877,0.948762,0.087885,0.973574,0.963839,0.963839
10,10,0.050629,0.050629,0.860877,0.867498,0.006621,0.802503,0.812239,0.802503
10,11,0.128784,0.128784,0.860877,0.856202,-0.004675,0.952712,0.115438,0.115438
10,12,0.050201,0.050201,0.860877,0.875659,0.014782,0.796940,0.858136,0.796940
10,13,0.610840,0.610840,0.860877,1.013553,0.152676,0.981919,0.983310,0.981919
10,14,0.027618,0.027618,0.860877,0.848698,-0.012179,0.461752,0.072323,0.072323
10,15,0.066101,0.066101,0.860877,0.851603,-0.009274,0.883171,0.086231,0.086231
10,16,0.044128,0.044128,0.860877,0.857360,-0.003517,0.717663,0.129346,0.129346
10,17,0.067261,0.067261,0.860877,0.860874,-0.000003,0.890125,0.349096,0.349096
10,18,0.024475,0.024475,0.860877,0.857341,-0.003536,0.407510,0.127955,0.127955
10,19,0.093384,0.093384,0.860877,0.859935,-0.000942,0.940195,0.182197,0.182197
11,0,0.053253,0.053253,0.860877,0.859499,-0.001378,0.823366,0.165508,0.165508
11,1,0.064941,0.064941,0.860877,0.860816,-0.000061,0.877608,0.304590,0.304590
11,2,0.027176,0.027176,0.860877,0.870889,0.010012,0.456189,0.828929,0.456189
11,3,0.038971,0.038971,0.860877,0.846708,-0.014169,0.613352,0.065369,0.065369
11,4,0.031616,0.031616,0.860877,0.851604,-0.009273,0.522949,0.087622,0.087622
11,5,0.040314,0.040314,0.860877,0.875174,0.014298,0.624478,0.855355,0.624478
11,6,0.062683,0.062683,0.860877,0.852680,-0.008197,0.870654,0.093185,0.093185
11,7,0.050995,0.050995,0.860877,0.850865,-0.010012,0.812239,0.082058,0.082058
11,8,0.034760,0.034760,0.860877,0.857108,-0.003769,0.552156,0.125174,0.125174
